wavenum,ideo5,edits_clean_text,qpos,trump_stance_auto,lexicoder_sentiment,fold,vader_sentiment,SVM_sentiment,BERT_sentiment,SVM_stance,BERT_stance,vader_scores
7,Moderate,donald trump continuing in office,0,0,,3,,0,0,0,0,0
7,Conservative,donald trump being in the white house,0,0,,2,,0,0,0,0,0
7,Moderate,donald trump,0,0,,4,,0,0,0,0,0
7,Liberal,that the lies donald trump tells will convince citizens who dont follow the news closely will be believed,0,0,1,3,0,0,0,0,0,-0.2023
7,Liberal,donald trump,0,0,,1,,0,0,0,0,0
7,Very liberal,donald trump presidency,0,0,,5,,0,0,0,0,0
7,Very liberal,republicans and donald trump,0,0,,1,,0,0,0,0,0
7,Moderate,what new atrocity embarrassment destruction will the donald trump administration inflict on america,0,0,0,1,0,0,0,0,0,-0.765
7,Liberal,donald trump and the republican house and senate,0,0,,4,,1,0,0,0,0
7,Moderate,donald trump tense relationship with north korea is frightening im worried that nuclear war could begin,0,1,0,4,0,0,0,0,0,-0.8934
7,Conservative,the power of the deep state against our political system with the criminality of political individuals and others my biggest worry is assassination of our president and others fighting to clean up this total corruption within our government,0,1,0,1,0,0,0,0,0,-0.765
7,Moderate,congress and the white house,0,0,,5,,0,0,0,0,0
7,Conservative,liberals opposing anything the president is trying to accomplish,0,1,,5,1,0,0,1,1,0.4215
7,Liberal,donald trump making stupid comments on twitter,0,0,0,4,0,0,0,0,0,-0.5267
7,Very liberal,donald trump,0,1,,1,,0,0,0,0,0
7,Very conservative,the democrat party determination to oppose everything donald trump even with things that they usually support their intransigence is harmful to the country and shameful in its intent,0,0,0,1,1,0,0,1,1,0.5994
7,Liberal,donald trump and congressional republicans,0,0,,4,,0,0,0,0,0
7,Moderate,donald trump remaining in office,0,0,,5,,0,0,0,0,0
7,Liberal,donald trump and his angry and divisive rhetoric,0,0,0,5,0,0,0,0,0,-0.5106
7,Liberal,donald trump,0,1,,2,,0,0,0,0,0
7,Liberal,everything donald trump says and does,0,0,,2,,0,0,0,0,0
7,Very liberal,donald trump and mike pence,0,0,,1,,0,0,0,0,0
7,Moderate,donald trump retaining office,0,0,,3,,0,0,0,0,0
7,Very conservative,i worry that the democrats and the media will continue to work against the president,0,1,0,2,0,0,0,1,1,-0.4404
7,Liberal,interference of our elections by russia that donald trump will have enough leverage to become a dictator,0,0,0,4,,0,0,0,0,0
7,Very conservative,the democrats and the news media hate donald trump so much because they cant control him they have proved they are willing to do harm to our country to destroy him and i think they are going to step it up a notch crazy nancy pelosi is unhinged and they are trying to enlist oprah who is even a bigger racist than barack obama was,0,1,0,1,0,0,0,1,1,-0.9524
7,Liberal,donald trump not getting removed and his allies gaining control of the u s government and turning is into an extension of russia or something similar,0,0,,5,1,0,0,0,0,0.4215
7,Liberal,another year of donald trump,0,0,,1,,0,0,0,0,0
7,Liberal,donald trump,0,0,,2,,0,0,0,0,0
7,Liberal,donald trump behaviors,0,0,,5,,0,0,0,0,0
7,Moderate,donald trump instability,0,0,0,1,,0,0,0,0,0
7,Moderate,that the news media is posting slanted stories anti president when past ones even our last one did the same thing to a lesser or greater amount,0,1,,2,1,0,0,0,1,0.0516
7,Moderate,donald trump still president,0,1,,4,,0,0,0,0,0
7,Very liberal,donald trump bringing our country down,0,0,,4,,0,0,0,0,0
7,Conservative,increasing nuclear threats islamic terrorism bear market more bureaucracy and donald trump agenda being ignored,0,1,0,1,0,0,0,1,0,-0.8658
7,Liberal,the continuation of the donald trump administration,0,0,,4,,0,0,0,0,0
7,Liberal,donald trump getting us nuked or worse,0,0,0,1,0,0,0,0,0,-0.4767
7,Liberal,if donald trump actually fires robert mueller,0,0,,5,,1,0,0,0,0
7,Liberal,further obstruction of justice by president destructive behavior by far right against rule of law,0,0,0,3,0,0,0,0,0,-0.1531
7,Moderate,donald trump lack of leadership,0,0,0,1,0,0,0,0,0,-0.3182
7,Liberal,donald trump continuing to destroy every progressive thing that has been accomplished in the last 30 to 50 years also the possibility of nuclear war if north korea or donald trump launches a missile,0,0,,5,0,0,0,0,0,-0.6705
7,Liberal,donald trump,0,0,,1,,0,0,0,0,0
7,Liberal,donald trump and republicans cutting spending for social services,0,0,0,4,0,0,1,0,0,-0.128
7,Moderate,donald trump russia korea war taxes money,0,0,0,2,0,0,0,0,0,-0.5994
7,Liberal,im worried that donald trump may still be president,0,0,0,4,0,0,0,0,0,-0.296
7,Liberal,that donald trump and his policies enacted by his inept cabinet have done irreparable damage our countrys institutions,0,0,0,3,0,0,0,0,0,-0.4939
7,Very liberal,the donald trump administration and gop,0,0,,3,,0,0,0,0,0
7,Conservative,more negativity toward president donald trump many democrats just not able to accept that donald trump is our president and fighting his policies,0,1,0,3,0,0,0,1,1,-0.8062
7,Very liberal,donald trump,0,0,,1,,0,0,0,0,0
7,Liberal,donald trump and the republicans will keep destroying america as i have known it for my whole life,0,0,0,3,0,0,0,1,0,-0.5574
7,Conservative,democrats stonewalling the presidents agenda,0,1,,2,,0,0,1,1,0
7,Very liberal,the worst president is still here and republicans are defending him,0,0,,5,0,0,0,0,0,-0.6249
7,Moderate,donald trump cuomo,0,0,,1,,0,1,0,1,0
7,Moderate,that donald trump will upset north korea to the point of nuclear war,0,0,0,1,0,0,0,0,0,-0.7579
7,Moderate,president donald trump,0,0,,3,,1,1,1,1,0
7,Moderate,donald trump as president,0,0,,5,,0,0,0,0,0
7,Moderate,donald trump being our president yet another three years unless he gets impeached but then the vice president takes over we are going to hell,0,0,0,2,0,0,0,0,0,-0.8126
7,Moderate,if donald trump and his republicans are still running this country we are headed to war with other countries fighting within our u s the rich just got richer and some people are happy with 1 50 a week pay increase i really hope that was a joke,0,0,1,4,1,1,1,0,0,0.8908
7,Liberal,donald trump and those republicans who have sold their soul to the devil,0,0,0,4,0,0,0,0,0,-0.6597
7,Moderate,the way the president is leading this country,0,0,,5,,0,0,0,1,0
7,Moderate,current president and congress,0,0,,1,,0,0,0,0,0
7,Very liberal,donald trump,0,0,,5,,0,0,0,0,0
7,Moderate,donald trump ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !,0,0,,3,,0,1,0,1,0
7,Liberal,donald trump is president,0,0,,4,,1,1,1,1,0
7,Very liberal,what if donald trump just starts replacing law enforcement with a gestapo like organization ice and ends the rule of law and constitution,0,0,1,3,1,0,0,0,0,0.3612
7,Moderate,donald trump,0,0,,4,,0,0,0,0,0
7,Moderate,donald trump heading us into a war it is nothing we can do about the eruption of our election or the russia probe mueller investigation this and this is spearheading what he does or tweets before election he thought of females as play toys and if women werent scared they would expose him he didnt know puerto rico was a providence of the u s he doesnt know the words to the national anthem and hummed when they were singing it he is a racist and even his wife when seen with him looks disgusted these words are made words covered by the freedom of speech he says what he wants to and the republican party acts like they are scared of him,0,0,0,4,0,0,0,0,0,-0.3806
7,Liberal,donald trump and republicans still control most of the government,0,0,,4,,0,0,0,1,0
7,Liberal,donald trump,0,0,,5,,0,0,0,0,0
7,Moderate,donald trump,0,0,,3,,0,0,0,0,0
7,Very liberal,donald trump,0,0,,4,,0,0,0,0,0
7,Liberal,that theres still another 2 years that hes president,0,0,,1,,0,0,0,0,0
7,Very liberal,everything to do with donald trump,0,0,,5,,0,0,0,0,0
7,Liberal,i worry that donald trump behavior is destabilizing to our country and allies,0,0,0,4,0,0,0,0,0,-0.4404
7,Liberal,donald trump,0,0,,3,,0,0,0,0,0
7,Liberal,donald trump,0,0,,1,,0,0,0,0,0
7,Conservative,global warming and the donald trump administrations values,0,0,1,5,1,0,0,0,0,0.5106
7,Liberal,everything donald trump does and says,0,0,,5,,0,0,0,0,0
7,Liberal,donald trump,0,0,,2,,0,0,0,0,0
7,Very liberal,donald trump the bourgeoisie and fascists,0,0,0,3,0,0,0,0,0,-0.2023
7,Very liberal,donald trump gets us into a war,0,0,0,1,0,0,0,0,0,-0.5994
7,Liberal,president donald trump,0,0,,5,,1,1,1,1,0
7,Moderate,im worried that donald trump choices wont get us into war,0,0,0,4,0,0,0,0,0,-0.7269
7,Liberal,donald trump getting us into another war,0,0,0,4,0,0,0,0,0,-0.5994
7,Moderate,donald trump administration and the republicans working together on tarnishing the fbi and doj,0,0,,3,,0,1,0,0,0
7,Moderate,donald trump stays in power,0,0,,4,,0,0,0,0,0
8,Liberal,things that would be a career defining scandal for other politicians seem to roll off of donald trump back without much thought or investigation,0,0,0,5,0,1,0,0,0,-0.4404
8,Conservative,the deep state is out to take donald trump down by any means true or not,0,1,1,1,1,0,0,0,1,0.4215
8,Liberal,donald trump and the republicans who normalize his disgusting behavior,0,0,0,5,0,0,0,0,0,-0.5267
8,Moderate,the sad potential of a new supreme court justice nominated by a racist president and the further corruption of the republican party,0,0,0,5,1,0,0,0,0,0.3818
8,Liberal,that donald trump is still our president,0,0,,2,,0,0,0,0,0
8,Very liberal,the continuation of the donald trump administration,0,0,,3,,0,0,0,0,0
8,Moderate,donald trump being president,0,0,,5,,0,0,0,0,0
8,Liberal,having donald trump and people like donald trump in office with the influence to make a negative change,0,0,,4,0,0,0,0,0,-0.296
8,Liberal,the fact that donald trump may try to go to war or do some other crazy thing to distract from his awful presidency,0,0,0,1,0,0,0,0,0,-0.8885
8,Moderate,donald trump putting back in to war,0,0,0,1,0,0,0,0,0,-0.5994
8,Liberal,america will continue to ignore the donald trump foolishness,0,0,0,5,0,1,1,1,0,-0.6486
8,Liberal,donald trump,0,0,,4,,0,0,0,0,0
8,Moderate,the president and his actions worry me the most,0,0,0,2,0,0,0,0,0,-0.4404
8,Not sure,more homelessness and more killing and more wars donald trump if you dont impeach the man hes invalid with are enemy hes trying to take thing away from us we are democrats and we have a right to be heard he has a lot of secrets ! ! ! ! ! let mueller investigation about russia and are voting last election please ! ! ! ! ! ! !,0,0,0,4,0,1,0,1,0,-0.9178
8,Moderate,president donald trump,0,0,,5,,1,1,1,1,0
8,Liberal,donald trump attacks on the fabric of our constitution and democratic values,0,0,0,1,0,0,0,0,0,-0.0516
8,Liberal,that donald trump will continue to stay in office,0,0,,1,,0,0,0,0,0
8,Liberal,donald trump,0,0,,5,,0,0,0,0,0
8,Very liberal,i worry that our president will start a major war,0,0,0,5,0,0,0,0,0,-0.796
8,Moderate,donald trump,0,0,,2,,0,0,0,0,0
8,Very liberal,the white supremacist in the white house is likely going to shut down the investigation into his crimes,0,0,0,2,1,0,0,0,0,0.128
8,Liberal,democrats fail to that congress back but the main fear is that donald trump manages to destroy what is truth if is able to succeed and own the narrative truth loses meaning its the russian model this is when democracy dies it seems things are unfolding in the predictable way totalitarian regimes undermine democracies,0,0,0,2,0,0,0,1,1,-0.9001
8,Not sure,donald trump,0,0,,2,,0,0,0,0,0
8,Moderate,donald trump,0,0,,4,,0,0,0,0,0
8,Liberal,i feel that president donald trump is mentally ill and worry that he has control over the nuclear buttons,0,0,0,4,0,0,0,0,0,-0.6908
8,Moderate,donald trump,0,0,,4,,0,0,0,0,0
8,Moderate,that donald trump is still president,0,0,,4,,0,0,0,0,0
8,Conservative,the deep state against donald trump let him govern we elected him the left is lost all sanity,0,1,0,5,0,0,1,1,1,-0.3182
8,Very liberal,the rise of white supremacist and fascism isolation from the world due to an incompetent president,0,0,0,4,0,0,0,0,0,-0.6486
8,Very liberal,donald trump provoking a war the constant possibility of mass shootings,0,0,0,4,0,0,0,0,0,-0.6908
8,Liberal,donald trump is a wild card and i dont know what he is going to do next,0,0,0,2,,0,0,0,0,0
8,Liberal,donald trump volatility,0,0,0,4,,0,0,0,0,0
8,Moderate,donald trump administration,0,0,,4,,0,0,0,0,0
8,Very liberal,the damage that the donald trump administration will do to our countrys trade and the impact on the economy our relationships with our allies and the damage to our institutions and environment through bad policy,0,0,0,5,0,0,0,0,0,-0.872
8,Conservative,the way donald trump talks with and about other countries,0,1,,3,,1,0,0,0,0
8,Liberal,donald trump mouth and getting us into war,0,0,0,4,0,0,0,0,0,-0.5994
8,Very liberal,having donald trump as president,0,0,,2,,0,0,0,0,0
8,Moderate,the overtuning of all of president barack obama initiatives,0,0,,5,,0,0,1,0,0
8,Very liberal,im worried that president donald trump will appoint judges to the supreme court who will hurt our civil rights and liberties,0,0,1,3,1,0,0,1,0,0.3182
8,Very conservative,same old same old republicans especially need to get their act together and work with donald trump for the american people who put them all in the offices they hold,0,1,,5,,0,0,0,1,0
8,Very liberal,if donald trump is still president i always worry,0,0,0,3,0,0,0,0,0,-0.4404
8,Very liberal,if republicans stay in power and donald trump remains president,0,0,,2,,0,0,0,0,0
8,Moderate,donald trump is still in the white house,0,0,,1,,0,0,0,0,0
8,Conservative,donald trump being reelection,0,0,,1,,0,0,0,0,0
8,Moderate,more donald trump rhetoric and policies that is damaging america,0,0,0,3,0,0,0,0,0,-0.5106
8,Liberal,more donald trump,0,0,,1,,0,0,0,0,0
8,Very conservative,that the ultra radical left wing base of the democratic party will win seats and undo all the good work president donald trump has done and the economy will crash,0,1,1,5,1,0,0,0,1,0.7717
8,Liberal,donald trump could start a war in an attempt to hang on to the office or incite civil violence in his mob what if he tries to declare himself king and refuses to leave the office ? what if brett kavanaugh is added to the supreme court and progress is completely derailed for an entire generation ?,0,0,0,1,0,0,0,0,0,-0.7053
8,Very liberal,donald trump,0,0,,5,,0,0,0,0,0
8,Moderate,some of donald trump ideas,0,0,,2,,1,1,1,0,0
8,Liberal,that we cant get rid of a mentally ill president,0,0,0,3,0,0,0,0,0,-0.4215
8,Liberal,keeping donald trump in office,0,0,1,3,,0,0,0,0,0
8,Moderate,donald trump as president,0,0,,4,,0,0,0,0,0
8,Very liberal,the anger that donald trump incites in his followers,0,0,0,1,0,0,0,0,0,-0.5719
8,Moderate,that the democrats wont stop with their constant attacks on the president,0,1,0,1,0,0,0,1,1,-0.2528
8,Liberal,the republicans keep the house and senate which emboldens donald trump to do worse things,0,0,,1,0,1,0,0,0,-0.4767
8,Very liberal,donald trump,0,0,,3,,0,0,0,0,0
8,Very liberal,donald trump foreign policy,0,0,,2,,0,0,0,0,0
8,Moderate,more political discord and so much distraction trying to take donald trump that it hurts the country,0,1,0,1,0,0,0,0,0,-0.8384
8,Conservative,i worry about the president and the dissenters protesters,0,0,0,5,0,0,0,1,1,-0.5859
8,Moderate,the president,0,0,,5,,0,0,1,0,0
8,Very conservative,cuomo remaining in office i want to see change among the lifelong democrats thats why i voted donald trump in our last election,0,1,,3,1,0,1,1,1,0.0772
8,Liberal,the places that the president is taking us,0,0,,1,,1,0,0,0,0
8,Moderate,donald trump,0,0,,4,,0,0,0,0,0
8,Liberal,coverage of fake russia outrage instead of actual issues like yemen genocide donald trump actual corruption etc,0,0,,5,0,0,0,0,0,-0.5994
8,Moderate,donald trump,0,0,,2,,0,0,0,0,0
8,Moderate,the backlash against donald trump,0,1,0,3,,1,1,0,0,0
8,Very conservative,the continued division caused by donald trump,0,0,0,1,,0,0,0,0,0
8,Liberal,whatever donald trump does next,0,0,,2,,0,0,0,0,0
8,Very liberal,the idiot in the white house is going to get us into a war or worse,0,0,0,2,0,0,0,0,0,-0.8834
8,Very liberal,donald trump as president,0,0,,1,,0,0,0,0,0
8,Very liberal,donald trump politics dont agree with mine,0,0,1,2,0,0,0,0,0,-0.2755
8,Very liberal,donald trump,0,0,,2,,0,0,0,0,0
8,Not sure,the way people are against the president,0,0,0,5,,1,0,0,1,0
8,Liberal,donald trump might run for 2020,0,0,,1,,1,1,0,0,0
8,Liberal,donald trump,0,0,,4,,0,0,0,0,0
8,Moderate,healthcare and the way donald trump seems to ignore the free world and plays with russia north korea etc,0,0,,3,1,0,0,0,0,0.4215
8,Conservative,that the democrats will get back into office and destroy everything donald trump has accomplished,0,1,,3,0,0,0,1,1,-0.1531
8,Moderate,donald trump,0,0,,5,,0,0,0,0,0
8,Moderate,donald trump,0,0,,2,,0,0,0,0,0
8,Conservative,what i know is for donald trump its about his debt to vladimir putin what does vladimir putin want from the u s can we stop this in time ? what we know is vladimir putin wants to rule the world his ultimate dream how does this affect us and the racism is getting bad,0,0,0,5,0,0,0,0,0,-0.875
8,Conservative,what the president will do next,0,1,,2,,0,0,0,0,0
8,Moderate,donald trump worries me most about where america is headed,0,0,0,1,0,0,0,1,0,-0.4215
8,Liberal,the people around white house often indulge in divisive agendas,0,1,,4,,1,0,0,0,0
8,Conservative,donald trump scandals will further divide the government and the country,0,1,0,4,0,0,0,0,0,-0.4939
8,Moderate,donald trump and his cult,0,0,0,1,,0,0,0,0,0
8,Liberal,if democrats dont regain the house donald trump and republicans will dismantle the affordable healthcare act medicare social security and enact countless other devastating measures,0,0,,4,0,0,0,0,0,-0.4404
8,Very conservative,the attempt of the deep state to block the legitimately elected president from carrying out his agenda,0,1,,5,0,0,0,1,1,-0.4404
8,Very liberal,donald trump,0,0,,2,,0,0,0,0,0
8,Liberal,donald trump still in power,0,0,,1,,0,0,0,0,0
8,Liberal,donald trump,0,0,,2,,0,0,0,0,0
8,Very liberal,donald trump continuing to be negative and getting our our friends in other countries angry and upset,0,0,0,2,0,0,0,1,0,-0.7579
8,Very liberal,donald trump is still president,0,0,,2,,0,0,0,0,0
8,Very liberal,the president staying in office,0,0,,4,,0,0,0,0,0
8,Very liberal,the continued unchecked power of donald trump republican party,0,0,,2,1,0,0,0,0,0.4019
8,Very liberal,everything donald trump,0,0,,1,,0,0,0,0,0
8,Moderate,that donald trump will mislead our country into a war with north korea and secondly he will mess with our money and cause great poverty,0,0,0,1,0,0,0,0,0,-0.6808
8,Liberal,donald trump and his self serving ways,0,0,0,5,,1,0,0,1,0
8,Moderate,donald trump being in office,0,0,,5,,0,0,0,0,0
8,Liberal,our president,0,0,,3,,1,0,1,0,0
8,Liberal,donald trump,0,0,,1,,0,0,0,0,0
8,Moderate,donald trump doing something stupid and getting us into a war,0,0,0,5,0,0,0,0,0,-0.8074
8,Very liberal,our president,0,0,,2,,1,0,1,0,0
8,Liberal,donald trump,0,0,,1,,0,0,0,0,0
8,Moderate,donald trump,0,0,,1,,0,0,0,0,0
8,Very liberal,the ability of republicans to confirm nominees to the supreme court by donald trump which will affect the courts for generations,0,0,1,1,1,1,0,1,0,0.7096
8,Liberal,donald trump,0,0,,5,,0,0,0,0,0
8,Conservative,that the stupid democrats will keep trying to get donald trump out of office when the american people voted him in to do a job he is doing well,0,1,,1,0,1,0,1,1,-0.3182
8,Very liberal,yikes that donald trump will remain in the oval unchecked by the spineless republican congress,0,0,,4,,0,0,0,0,0
8,Moderate,are lying president,0,0,0,2,0,0,0,0,0,-0.5267
8,Moderate,donald trump remaining in office,0,0,,1,,0,0,0,0,0
8,Liberal,division in our country donald trump is making it us republican against them democrat,0,0,0,5,,0,0,1,0,0
8,Moderate,the legislative body and the judiciary allowing donald trump to depreciate the checks and balances they are intended to serve and to observe their respective constitutional obligations,0,0,,5,1,0,0,0,0,0.4215
8,Moderate,donald trump and his base,0,0,,2,,0,0,0,0,0
8,Very liberal,donald trump,0,0,,1,,0,0,0,0,0
8,Liberal,donald trump,0,0,,2,,0,0,0,0,0
8,Very liberal,donald trump,0,0,,1,,0,0,0,0,0
8,Liberal,donald trump as president,0,0,,1,,0,0,0,0,0
8,Liberal,ill repeat my answer form before about donald trump,0,0,0,2,0,0,0,0,0,-0.4215
8,Conservative,the media will become more and more radical and unhinged encouraging violence against donald trump supporters and president donald trump himself,0,1,,4,1,0,0,0,1,0.296
8,Not sure,donald trump,0,0,,5,,0,0,0,0,0
8,Liberal,donald trump may be able to avoid prosecution for his illegal conduct,0,0,0,3,0,1,1,0,0,-0.8402
8,Moderate,donald trump is still in office,0,0,,3,,0,0,0,0,0
8,Liberal,donald trump leading us into a recession or war,0,0,0,5,0,0,0,0,0,-0.7717
8,Very liberal,vladimir putin donald trump gop hacking our elections and democracy,0,0,0,3,,0,0,0,0,0
8,Liberal,donald trump stays in office,0,0,,5,,0,0,0,0,0
8,Liberal,donald trump and others with closed minds and their hatred,0,0,0,2,0,0,0,0,0,-0.6369
8,Very liberal,donald trump is the current president,0,0,,5,,0,0,0,0,0
8,Liberal,the amount of damage donald trump and his government can do to our country,0,0,0,5,0,0,0,0,0,-0.4939
8,Liberal,that donald trump will stay in office,0,0,,2,,0,0,0,0,0
8,Liberal,donald trump,0,0,,1,,0,0,0,0,0
8,Liberal,the rethuglicons drumpf donald trump and the centrist democrats will continue their cheating and unscrupulous ways,0,0,0,5,0,0,0,0,1,-0.5574
8,Not sure,donald trump !,0,0,,5,,0,0,0,0,0
8,Very conservative,the president of the united states,0,0,1,1,1,0,0,0,0,0.4215
8,Very liberal,donald trump,0,0,,4,,0,0,0,0,0
8,Moderate,donald trump impeachment,0,0,,1,,1,1,0,0,0
8,Moderate,president donald trump and his supporters,0,0,1,1,1,0,0,0,0,0.4404
8,Liberal,donald trump,0,0,,4,,0,0,0,0,0
8,Not sure,that number 45 is still in the white house,0,0,,5,1,0,0,0,0,0.0772
8,Very liberal,donald trump might provoke world war iii,0,0,0,4,0,0,0,0,0,-0.765
8,Very liberal,donald trump and all the other jerks,0,0,0,3,0,0,0,0,0,-0.2732
8,Very conservative,donald trump,0,0,,4,,0,0,0,0,0
8,Very liberal,the donald trump administration putting justices in place that will cripple american justice for decades,0,0,0,3,1,1,1,0,0,0.5267
8,Not sure,donald trump,0,0,,4,,0,0,0,0,0
8,Liberal,that president donald trump wont be stopped,0,0,,3,1,0,1,1,1,0.1695
8,Moderate,a president that is out of control is incompetent and is destroying credibility with all of our allies,0,0,0,3,0,0,0,0,0,-0.7717
8,Moderate,donald trump instability !,0,0,0,1,,0,0,0,0,0
8,Very conservative,that president donald trump will be impeached,0,1,,1,,1,1,0,0,0
8,Conservative,not sure im not in love with donald trump but i dont want to go back to the barack obama years if we decide to stick it out i think things will marginally get better if we decide to go back to the barack obama years or become more socialist i think we will be headed for trouble,0,1,1,3,0,1,1,1,1,-0.4794
8,Liberal,that the mueller investigation may be shut down by the white house especially if donald trump fires jeff sessions,0,0,,1,,0,1,0,0,0
8,Liberal,donald trump will pull us into a recession depression world war and or a coup attempt to overthrow democracy,0,0,0,3,0,0,0,0,0,-0.886
8,Very liberal,donald trump attacks on the media an energized racist homophobic and uneducated base the potential confirmation of the new supreme court justice,0,0,0,1,1,0,0,0,0,0.5267
8,Moderate,the ubiquity of the evil corrupt and utterly dishonest opposition and obstruction to our duly elected president,0,1,0,5,0,0,0,1,0,-0.8553
8,Liberal,president donald trump economic policies are already leaving to record deficits and his foreign policy may well get us into a war,0,0,0,5,0,0,0,0,0,-0.4215
8,Very liberal,brett kavanaugh making the supreme court and threatening womens reproductive rights and moving to pardon donald trump,0,0,1,4,1,0,0,0,0,0.3612
8,Liberal,donald trump,0,0,,5,,0,0,0,0,0
8,Moderate,the confirmation of another right wing nut to the supreme court republicans still doing nothing about donald trump breaking laws and the rise of white supremacy,0,0,1,1,1,0,0,0,0,0.5859
8,Conservative,where our president could lead us,0,0,,4,,0,0,0,0,0
8,Very liberal,war donald trump stupid,0,0,0,1,0,0,0,0,0,-0.8074
8,Liberal,anything donald trump does,0,0,,5,,0,0,0,0,0
8,Liberal,any actions taken by the president,0,0,,4,,0,0,0,0,0
8,Liberal,that donald trump trade policies will cause trouble for the economy,0,0,0,5,0,1,0,1,0,-0.4019
8,Liberal,president donald trump,0,0,,3,,1,1,1,1,0
8,Moderate,donald trump is turning our democracy into a dictatorship i see him trying to pull us out of nato so vladimir putin can attack europe without u s interference,0,0,0,1,0,0,0,0,0,-0.4767
8,Very liberal,donald trump in general,0,0,,2,,0,0,0,0,0
8,Moderate,politicians who find something wrong with everything that president donald trump says or does no matter what it is,0,1,0,3,0,0,0,0,1,-0.4895
8,Liberal,the seemingly blind support of republicans for donald trump no matter the damage he is doing to our country,0,0,0,4,0,0,0,0,0,-0.5063
8,Conservative,president donald trump,0,0,,1,,1,1,1,1,0
8,Moderate,donald trump,0,0,,4,,0,0,0,0,0
8,Liberal,donald trump will still be our president,0,0,,1,,0,1,0,1,0
8,Conservative,our president,0,0,,5,,1,1,1,0,0
8,Not sure,president donald trump,0,0,,5,,1,1,1,1,0
8,Moderate,that president donald trump is doing so many things wrong that im afraid that we will go to war with another country,0,0,0,5,0,0,0,0,0,-0.8055
8,Moderate,the president,0,0,,5,,0,0,1,0,0
8,Liberal,that the president is letting fox news run the country with their ideals,0,0,1,4,1,0,0,0,1,0.2023
8,Liberal,donald trump,0,0,,1,,0,0,0,0,0
8,Liberal,donald trump,0,0,,3,,0,0,0,0,0
8,Moderate,that donald trump will get the country into some dangerous situations overseas like a war confrontation,0,0,0,4,0,0,0,0,0,-0.7783
8,Liberal,donald trump,0,0,,5,,0,0,0,0,0
8,Not sure,the democrats will run sh   y candidates and donald trump could win again,0,1,1,4,1,0,0,0,0,0.5859
8,Liberal,donald trump,0,0,,4,,0,0,0,0,0
8,Moderate,donald trump,0,0,,2,,0,0,0,0,0
8,Liberal,that donald trump will start a war to detract from his multiple scandals and utter incompetence,0,0,0,4,0,0,0,0,0,-0.8932
8,Liberal,still under donald trump rule he is destroying america,0,0,0,1,0,0,0,0,0,-0.5574
9,Moderate,donald trump is a crazy person,0,0,0,5,0,0,0,0,0,-0.34
9,Moderate,the elite media continues to work very hard to make up or promote bad stories that will influence some of the left to hate our president it needs to be taken care of,0,1,0,3,0,0,1,1,1,-0.4754
9,Very liberal,donald trump is still president and able to do our country more irreparable damage,0,0,0,2,0,0,0,0,0,-0.539
9,Very conservative,that democrats will still work on investigations and spend our money to get rid of the president and let people in our country illegally i dont understand why they dont understand what illegal means especially since they are rich and live off u s,0,1,1,1,1,0,1,1,1,0.7596
9,Moderate,donald trump,0,0,,1,,0,0,0,0,0
9,Moderate,donald trump,0,0,,1,,0,0,0,0,0
9,Moderate,we have an out of control president who is going to throw temper tantrums we have a media that is more concerned about ratings than actually doing their jobs and providing reportage and context the house is now controlled by people who are likely going to behave as the gop did in the late 90s vis hillary clinton and the lewinsky scandal and the senate is controlled by the gop which the best can be said is that they are at least polite sycophants neither the executive or legislative branches appear up to the tasks ahead,0,0,0,1,0,1,0,1,0,-0.4588
9,Liberal,that donald trump will continue to degrade our relationship with other countries and that poverty in american continues to rise also worried about a stock market crash,0,0,0,4,0,0,0,0,0,-0.8779
9,Moderate,president donald trump,0,0,,1,,1,1,1,1,0
9,Very liberal,donald trump being a sore loser,0,0,0,1,0,1,0,1,0,-0.7096
9,Liberal,the republican led senate and white house,0,0,,3,,0,0,0,1,0
9,Moderate,donald trump is still president and is trying to get the country into a major war,0,0,0,4,0,0,0,0,0,-0.6361
9,Very conservative,the democrats most wont work with our president most want violence instead of peace thats what worried me,0,1,0,5,0,0,0,1,1,-0.3581
9,Liberal,donald trump is still in office and the senate is still ran my the republicans,0,0,,3,,0,0,0,0,0
9,Liberal,donald trump fired jeff sessions today,0,0,,2,0,0,0,0,0,-0.5574
9,Moderate,growth of racism specifically white supremacists and antisemites and anti immigrant attitudes inequity in income and resources corruption in the donald trump administration,0,0,0,4,0,0,0,0,0,-0.7003
9,Very liberal,the president,0,0,,1,,0,0,0,0,0
9,Very liberal,donald trump destroying our country,0,0,0,3,0,0,0,0,0,-0.5574
9,Liberal,the misuse of power of donald trump trying to cover ups his ties to russia and rigging votes,0,0,0,1,,0,0,0,0,0
9,Moderate,donald trump becoming more irrational and starting conflicts or wars with other countries,0,0,0,2,0,0,0,0,0,-0.8357
9,Very liberal,donald trump,0,0,,4,,0,0,0,0,0
9,Liberal,our president,0,0,,2,,1,0,1,0,0
9,Liberal,that donald trump will continue to divide our country spew his hate anger violence racism discrimination inhumanity disrupt an ongoing investigation into himself family campaign to protect himself etc etc etc,0,0,0,1,0,0,0,0,0,-0.9325
9,Moderate,that donald trump and his supporters will continue to screw up the country,0,0,,3,1,0,0,0,0,0.3612
9,Moderate,republican pandering of donald trump,0,0,,2,,0,0,0,0,0
