user_screen_name,text,ideology_score,vader_sentiment,vader_sentiment_raw,bert_stance,stance
THEHURTTHEH0PE,RT @WRENN: OMFG https://t.co/9KyY9l5qQC,-1.504040513,,0,1,1
YRNcreeezy,RT @ErickFernandez: Madonna out here dropping F-Bombs on live TV. #WomensMarch https://t.co/rmhHLdSZ4x,-0.673550262,,0,0,0
bellisarobz,RT @TeamGrandeFR: #PHOTOS Ariana et Nonna à la #WomensMarch de Los Angeles aujourd'hui https://t.co/s4ijB3oHDz,0.66305259,,0,1,1
SuparnaGnew2,"RT @peterdaou: The awe-inspiring #WomensMarch and the signal it sent to the world cannot be undone. THE COURSE OF HISTORY CHANGED TODAY. 


#…",0.882619518,,0,1,1
msholmes2U,RT @chelseahandler: #WOMENSMARCH #MARCHONMAIN https://t.co/RwuuMQuS3U,-2.098787867,,0,1,1
elizabethwals17,"RT @astroehlein: What Trump has done to women, he will do to liberty. #WhyIMarch #WomensMarch (image by Lennart Gäbel) https://t.co/RWv8inq…",-1.992678533,1,0.5267,1,1
remizmomma,RT @PennyRed: Women's march organizers at this event just said the official estimate is 1.3 million IN DC ALONE. #WomensMarch #WomensMarchO…,-1.782266783,0,-0.4084,1,1
Asunpaju,"Me apunto. Os apoyo incondicionalmente. Gracias, MDMAsturias. https://t.co/n34hVlWoek",-1.35759709,,0,1,1
blueaylizi,RT @DrKateBrannum: 3 generations at #WomensMarch #womensmarchprovidence https://t.co/FxP6WkAl2K,-1.398491428,,0,1,1
EEWC_CFT,Our Christian Feminism Today members are proud to be participating in several  #WomensMarch demonstrations today. https://t.co/NUGkPuNjb4 https://t.co/i66gcTKq9S,-2.33115706,1,0.4767,1,1
CissaCavendish,"RT @DakotaDornan__: feminist (n.) a the person who believes in the social, political, and economic equality of the sexes. pass it on  #Wome…",0.613285114,,0,1,1
garbo_speaks,Fix This Now .@WomensMarch &gt;&gt; #AddHerName https://t.co/dbvXAQqNen,-2.338956939,,0,1,1
MathyChick,"RT @KekaD: Heard @CoryBooker quote Wael Ghonim on @CNN for #WomensMarch: ""The power of the people is much greater than the people in power”…",-1.788652373,1,0.3612,1,1
OneRuralWoman,RT @IMFromMarsFilms: #ERA NOW 👊🏻 #EQUALRIGHTS for #WOMEN NOW 👊🏻 #WomensMarch https://t.co/uGPekGSZMk,-2.267427318,,0,1,1
Madde249,"RT @SexyVixen75_: #WomensMarch LOVE TRUMPS HATE!  Don't be a stick in the mud, be a 🌷in the garden. #BlackLivesMatter #WomensLivesMatter #A…",-0.303737749,1,0.2003,1,1
alaskarobotics,RT @Almaharel: These women never met till today and practiced this song online. Show them some love. #Icantkeepquiet #WomensMarch #WomensMa…,-0.57385444,1,0.6369,1,1
iharding51,"RT @A_Liberty_Rebel: Isn't it ""empowering"" how the #WomensMarch is against democracies who don't lash women, but not against theocracies wh…",2.213276941,,0,0,0
athalran,"RT @thisisbray: Austin, Texas right now. #WomensMarch https://t.co/TnuLcobEp5",-1.386564564,,0,1,1
Hollaka_Hollala,"#WomensMarch #Lubbock #Texas ...





The 2nd most conservative city in the US.





In a dust storm. https://t.co/eomcK3y3fo",-1.615079469,,0,0,1
mduncanphotos,RT @womensmarch: We've created this FAQ sheet with all the information you'll need to prepare for the #WomensMarch on Washington: https://t…,-1.417579838,1,0.25,1,1
LindaCRehkopf,https://t.co/z2gBshpPQJ,-1.564680824,,0,1,1
_loveinmendes,RT @Zoella: This is amazing! 🙌🏼💗 https://t.co/VFpG6yeShL,-0.205563449,1,0.8748,1,1
MattieT650,Getting amped up for the #WomensMarch in #SanFrancisco https://t.co/XlLbYR2A1p,-1.945735198,,0,1,1
MattyinMemphis,I will be there. Because we MUST #speakout #standup https://t.co/LfFBpRPpeW,-0.560229925,,0,1,1
myinfiniteside,RT @Torres3203: My favorite signs #WomensMarch https://t.co/g5fjt7CpWt,-0.495657769,1,0.4588,1,1
memoise,RT @kayleighmcenany: Feminist movement clearly not into protecting the environment #WomensMarch https://t.co/MRwA0s87U4,2.092572544,1,0.4019,0,0
daxtonbrown,RT @DVATW: Oh look. #WomensMarch Saudi style https://t.co/gVzufW8N5u,2.097593299,,0,0,0
autodytis,"RT @LotteLeicht1: #WomensMarch

Yesterday, millions of people gathered across the world, to stand together for human rights for all.

It's…",-0.369880817,,0,1,1
Ronda524,"RT @tedstew: And sister marches in cities around the world ensured that these couldn't just be dismissed as a DC thing.





https://t.co/tHHMI…",-1.386558266,,0,1,1
Michelle9647,RT @mayawiley: #WomensMarch Metro action! https://t.co/VZTolLDf0f,-0.562807034,,0,1,1
donnaford5524,RT @PPFA: Tomorrow we come together to say “Women’s rights are human rights.” Find a @womensmarch near you: https://t.co/4wc7WmhveR #WhyIMa…,-2.141054728,,0,1,1
afranklinhudson,RT @DemAwakening: We have more voting restrictions than we did 50 years ago. #WeMarch because we refuse to keep going backwards. #WomensMar…,-1.890234328,0,-0.296,1,1
daneyvilla,"RT @Chara_fc: #WomensMarch in #Dublin,Jan. 21,#Reuters/Clodagh Kilcoyne https://t.co/c19XFZmUlu",-1.359647686,,0,1,1
AfroPower1,RT @irishheart1960: As a mother/grandmother it sickens me there are women who believe @realDonaldTrump is who our girls deserve #theresista…,-2.293206813,0,-0.4588,0,1
GrisseleCamacho,"RT @Milbank: Updated, with your contributions: best signs from #WomensMarch https://t.co/TwSE4hfePR",-0.849711177,1,0.6369,1,1
barrysovo,RT @jfuentes: Shut it down. Today's best sign (via @womensmarch). https://t.co/Bsd2128jDw,-0.898453889,1,0.6369,1,1
AndreaDudding,"RT @MyDaughtersArmy: Amazing rooftop view of the Women's March in Washington DC.
Via @KerryGFleming 

#WomensMarch 
https://t.co/xn0BTcPaR3",-1.079822109,1,0.5859,1,1
LittleBeeRaye,RT @_Snape_: This is true. https://t.co/JLPdn4tRYX,-1.821478337,1,0.4215,1,1
RuthCason,@HAGOODMANAUTHOR yes lol https://t.co/KvawHjFfjR,1.477669844,1,0.6705,1,1
AngelaZirpoli,@KaraCalavera @SheWhoVotes @lsarsour @womensmarch add her name.  #StillWithHer,0.452832214,,0,1,1
jonathansmucker,"RT @LAKauffman: ""We will not go away, welcome to your first day"" #WomensMarch #WomensMarchOnWashington #resist https://t.co/SbXf43Cj7i",-2.299997204,0,-0.357,1,1
fsundayluke,RT @NkirukaNistoran: Kerry peaceful #Biafrans was murdered yesterday by radical Islam you helped into power for celebrating Trump's #Inaugu…,1.179292575,1,0.3612,0,0
VeraHiggs,"RT @JulianCastro: Amazing what's happening in cities and towns across America today. Democracy as it should be: Energetic, positive, inclus…",-2.355475608,1,0.8834,1,1
TonhBC,"Retweeted Honey!!! INSIDER (@honeysiota):





Head of #WomensMarch is mad that 22 states don't allow Sharia Law... https://t.co/XsPSDGvphs",1.706740941,0,-0.6948,0,0
noDREAMdeferred,"RT @ananavarro: A YUGE army of women from across country in DC for #WomensMarch. Ladies, r about to make a powerful statement. Pls, let's k…",-2.090047295,1,0.4767,1,1
razzleberry_e,"RT @bobocek: A smaller #WomensMarch in Mentone, Alabama. About 50 people in a town of 360, not too bad. https://t.co/aKk2hHyDeC",-2.012575787,1,0.431,1,1
berasoria,RT @LaurenJauregui: Less than 24 hours and the fascists are movin' WE GOTTA MOVE TOO #whyimarch https://t.co/7DF4uEcr8a,-1.335596025,0,-0.2023,0,1
DBarjou,"RT @najatvb: De tout cœur avec les femmes qui marchent pour leurs droits, partout dans le monde ! #marchedesfemmes #womensmarch #ivg https:…",-0.52889722,0,-0.2003,1,1
realhumaan,RT @GabbySidibe: I'm so proud and grateful for all my sisters marching all over the world today and peacefully fighting for us all. Thank y…,0.818128695,1,0.8923,1,1
_emma_davis_,RT @nytimes: Watch live video from the Women's March on Washington https://t.co/Uk01xojEBo #WomensMarch,0.209523521,,0,1,1
AnyssaCarbajal,"RT @AustinNichols: Austin, TX baby!  Way to go ladies!  #WomensMarch https://t.co/wAgWsUmBfr",-1.405135944,1,0.5882,1,1
gabydellorto,RT @AHSNewsFrance: Lily Rabe hier à la #WomensMarch https://t.co/YHJvva0tUf,-0.490658635,,0,1,1
almostjingo,@eileendefreest @SoniaKatiMota @wastedtime01 @VABVOX @womensmarch we are different but women fought to have equality and HRC lead that.,1.819731998,0,-0.4497,0,1
Beyoutoofullest,#WomensMarch LA: about that life! (Sure would be nice to have more guys out here backing up the women and girls 🙃) https://t.co/2mB9L4159R,-1.348137019,1,0.6696,1,1
SuzBrockmann,"RT @womensmarch: This is more than just a single day of action, this is the beginning of a movement—",-2.098300904,,0,1,1
JonathanValdez,"Update: My friend just got in the cab and said the cab driver told her ""today is WAY busier than yesterday!"" #WomensMarch @POTUS",-1.38742033,1,0.5411,1,1
ksibs90,RT @commondreams: In Photos: #WomensMarch on All Seven Continents Demand 'A Better Future' https://t.co/jlRKFTiZH0 #WhyIMarch https://t.co/…,-1.61468034,1,0.34,1,1
CranorE,RT @KimShoeCrzy: See I told you they were full of shit. That @womensmarch group is NOT an ally if this is the shit they gonna pull.,-2.264953795,1,0.1027,0,0
mustangmadd,RT @MATUGAMATUGA: The majority of the world rejects far right dogma and far right Conservative Politics like the Republicans and the Canadi…,-2.077128806,0,-0.1779,0,1
sarakelty,#WhyIMarch So my son knows that he should always stand up to bullies! And because #LoveTrumpsHate always! #womensmarch here I come!,-1.942282258,,0,1,1
akav,I'm there in spirit. #womensmarch #cold #home https://t.co/qfnr36YkQD,-0.522243464,1,0.1779,1,1
Proud19,RT @jefftiedrich: when you want to go on an infantile twitter rant about the #WomensMarch but you have to sit in church and pretend to beli…,-2.028155457,0,-0.2846,0,1
mini_fig,"RT @MarkRuffalo: #WomensMarch is beautiful. Well balanced, reasoned, and life affirming. Please consider supporting or attending! https://t…",-1.676344384,1,0.8883,1,1
SierraLeoneee_,"RT @HillaryClinton: Thanks for standing, speaking &amp; marching for our values @womensmarch. Important as ever. I truly believe we're always S…",-1.781308779,1,0.8519,1,1
rose52516,"Rights or prostitution?





#womensrights #WomensMarch 





https://t.co/Zu6Jk0PfOo",2.404748069,,0,0,0
cntaem,RT @nick2crosby: .@HillaryClinton has been fighting for women's rights for 25+ years. RT if you believe she should be on the honoree list!…,-0.90629313,1,0.2244,1,1
1wayticket2hell,RT @MetroUK: Thousands join London Women’s March to protest against President Donald Trump https://t.co/NOIGNwZXUM #WomensMarch,0.512556484,1,0.0516,1,1
Nicola_Alicia,"RT @paolamendoza: We are watching. 
We are organized. 
We won't be silent. 
#WomensMarch https://t.co/JIPKlWOyI7",-0.707646797,,0,1,1
kenhes,The #ParanoidPresident needs to start believing his eyes. #PresidentTrump #WomensMarch #TrumpInauguration https://t.co/P8xA49SGlr,-0.435420324,,0,0,1
sarah_denunzio,Couldn't have said it any better. #WomensMarch https://t.co/7UDpaYej6z,-0.605279378,1,0.4404,1,1
Mysteviegee,RT @jfuentes: Shut it down. Today's best sign (via @womensmarch). https://t.co/Bsd2128jDw,-2.036189595,1,0.6369,1,1
Cash11Short,RT @sweetatertot2: America has spoken. Nobody cares about your #WomensMarch Tomorrow everyone will be back watching football &amp; Trump will s…,2.317652233,1,0.4588,1,0
dophin11,RT @votolatino: Read the @womensmarch on Washington’s intersectional policy platform. ✊ https://t.co/tQIeAIG4Cv,-1.624328001,,0,1,1
JettKeys,RT @GovCTW: I've never been prouder to be a woman than today! #WomensMarch,-1.716068499,0,-0.4442,1,1
hollablackgurl,RT @MrVidalAntonio: The indigenous people are here joining the march and hyping the crowd! #womensmarch #womensmarchLA https://t.co/0lyj6Kc…,-2.148371533,,0,1,1
TheonlyMckenzie,RT @kayleighmcenany: Feminist movement clearly not into protecting the environment #WomensMarch https://t.co/MRwA0s87U4,0.336228852,1,0.4019,0,0
FrizzleFelicity,"RT @girlsreallyrule: So many of y'all were at the #WomensMarch with your Besties, Moms, Aunts, Husbands &amp; new friends: send me pics w/UR st…",-1.695794962,1,0.4767,1,1
Ailuqet,"RT @Nervana_1: One cannot stand against #Trump's misogyny but condone Islamism's misogyny as ""cultural"" and ""religious""
#WomensMarch",0.890693721,,0,0,0
surindersabb,"RT @HillaryClinton: Thanks for standing, speaking &amp; marching for our values @womensmarch. Important as ever. I truly believe we're always S…",0.710566216,1,0.8519,1,1
MariaGarcesSnch,RT @marianoh: The latest El Salubrista! https://t.co/G7b8aACBAM Thanks to @rojopilar @AlvarezAldean @apuustin #edchat #womensmarch,-0.769875009,1,0.4926,1,1
ratatatTash,"RT @ReetuKabra: Lovely day. Well done, London. #WomensMarch https://t.co/oBXPUy4Syh",0.887146462,1,0.7096,1,1
3illSweet,@USWeatherExpert @annfriedman @islivingston @womensmarch I take it you have not seen the new WH website then. Dissent is to be crushed.,-1.522892897,0,-0.4215,0,1
BanegasMauricio,RT @MMFlint: Streets are packed! Metro subway jammed!!! Amazing. #WomensMarch,0.35908088,1,0.7156,1,1
heyisabelmo,RT @UndergroundWGN: .@johnlegend makes his way down Main Street at #Sundance. #UndergroundWGN #WomensMarch https://t.co/W6PJWycp2L,0.230192112,,0,1,1
finduilasclln,"RT @Charlie_Carver: Of the people, by the people, for the people... #WomensMarch ❤🇺🇸 https://t.co/ChLA6PUXRK",-1.163348529,,0,1,1
VShabo,"RT @YWCAUSA: We march for change, for hope, for our rights. We march because silence is unacceptable. #WhyIMarch  #WomensMarch #YWCAmarches…",-2.08594215,0,-0.0258,1,1
taylorlcefalo,RT @DMVFollowers: Rooftop view of the #WomensMarch in D.C. today.  https://t.co/ruVp3IzYbF,-0.969977289,,0,1,1
DeniseGSwope,"RT @postandcourier: Gallery: More than 2,000 people attend the Charleston Women's March  https://t.co/noNGEmNsIM #chsnews #WomensMarch http…",-1.624949618,,0,1,1
phlppltt,RT @flo_tweet: .@womensmarch 💕✊🏻✊🏽✊🏼✊🏾✊🏿 https://t.co/Kbl51SorgN,0.851509254,1,0.6486,1,1
jilliebeat,#WomensMarch #WomensMarchPhoenix #WMPHX #dadswhorock #daughterswhorock #StrongerTogether https://t.co/pvVLWlq6Lq,-1.353049441,,0,1,1
kabakuk1,RT @jvplive: Hopeful signs that the resistance is strong. #WomensMarchOnWashington #womensmarch https://t.co/mY24pU8J7a,-0.989748471,1,0.765,1,1
BINJURED,RT @amjoyshow: The reality of #Trump policies for women https://t.co/9MseB0Dl7A #womensmarch #nastywoman,-2.33836186,,0,0,1
MissAnnahMarie,RT @Nick_Offerman: I'm headed to the Sundance #WomensMarch - ur welcome 2 come feel the weight of my feminist balls in your tiny hand if it…,-1.33635856,1,0.7351,1,1
mic_lowe,"RT @RVAwonk: ""Yesterday, Trump was inaugurated. Today, an entire gender protested against him."" -@azizansari on #SNL. 🔥 


#WomensMarch",-1.755867069,0,-0.4404,1,1
TheLiePolitic,"@PrisonPlanet @RabbitHole73 Gee, then it failed paul, because the #WomensMarch was peaceful. UR a jerk and woman hater.",1.258452987,0,-0.6486,0,1
wheresjack_,Good to see kids learning at a young age that women are to be respected as equals. The age of disrespect towards women is going to end https://t.co/a6kx7wcHrU,-0.076336531,1,0.4939,0,1
raza4peace,"even for every democracy lover and believer in all over the world,proud of everyone who present at there in this picture #WomensMarch https://t.co/qjmpN6qJoe",0.004631822,1,0.5859,1,1
Prehab212,RT @jbj692: FIRST TIME A CONSERVATIVE CARES ABOUT THE ENVIRONMENT https://t.co/KfWIOivBLx,-0.800206217,1,0.5766,0,1
pkdof,RT @Jim_Fondriest: Trump is as insecure as it gets.  Sean Spicer lied.  Thanks for reminding everyone why they protested today. #WomensMarc…,-1.844767074,0,-0.4588,1,1
laurenwill98,RT @womensmarch: We have changed the world. And this is only the beginning.,-1.085041116,,0,1,1
kiahhhhhhhhhhhh,RT @VanessaHudgens: 💕#WomensMarch https://t.co/rOtrNLtz5q,-1.392053462,,0,1,1
og_interweb,"RT @WillMcAvoyACN: Of all the exceptionally dumb takes I've heard, Islamic terrorist ties to pro-women's rights marches takes the cake. htt…",-1.586073124,0,-0.8516,0,1
clagher,RT @EmmaWatson: #WomensMarch https://t.co/dYZPxJ13FI,0.425440857,,0,1,1
cjmartin23,RT @OPB: Women's Marches go global: postcards from protests around the world  #WomensMarch https://t.co/4MFf5Pz0yH https://t.co/3ZX6D1rECu,-1.245956792,0,-0.2263,1,1
JackiSuzieq,"RT @HappyFeminist: WHO DID THIS





IT IS EVERYTHING #WomensMarch https://t.co/s68mrMzuxu",-2.298651925,,0,1,1
Aimdiddles,RT @Politics_PR: The #WomensMarch on Washington has sister marches in over 75 countries https://t.co/CUXKPKFe06 #TheResistance https://t.co…,0.184170066,,0,1,1
ebloustein,"RT @sarahkendzior: Hope #WomensMarch destroys idea of red states as political monoliths. Protests not just in blue cities either, but in ci…",-1.351022406,0,-0.2023,1,1
Rebeca79510873,"RT @camilacabello97: my heart ACHES that I couldn't be with u this time, but I am so emotional and so proud of everyone walking the #Womens…",-0.463448596,1,0.8401,1,1
alyjoye,"RT @TheActionNet: Not able to make it to DC for the #WomensMarch? Join one of 600+ Sister Marches taking place worldwide! Find yours:


https…",-1.563764799,1,0.3595,1,1
VentureInX,RT @JoshBreslowWKRN: #IMAGES | Huge crowd in downtown #Nashville for #WomensMarch | WATCH LIVE: https://t.co/uqRrh6vb0Y @WKRN https://t.co/…,-1.111768665,1,0.3182,1,1
oncaffeine,"RT @KacieStetson: As if @SenSanders and @realDonaldTrump sexist slights are not enough, now we have @womensmarch ignoring HRC. #addhername",-1.885378943,0,-0.4019,0,0
LorettaCarrill8,RT @MMFlint: I will be one of the speakers @womensmarch on Washington this Saturday. Please join us in sending a message to Trump! https://…,-1.355306371,1,0.5848,1,1
lyss010387,You're a good man. https://t.co/zitmKiHJrv,-0.505182263,1,0.4404,1,1
dicky_wilton,RT @PrisonPlanet: Hey #WomensMarch - will you be marching on the Saudi embassy? They torture and imprison female rape victims. No? https://…,1.831557486,0,-0.9054,0,0
wertjb,Perché la sinistra mondiale ci tiene cosi tanto a farci vomitare 🤢 🤢 perché?? #womensmarch https://t.co/SRWYRRjZtf,1.452367423,,0,0,1
ChantellDawnSny,RT @DailyMail: Secret Service to investigate Madonna after she tells #WomensMarch she thought about 'blowing up the White House' https://t.…,1.60030562,,0,0,0
xagrok,RT @LisaBloom: We have a winner for best sign. Can I just live here at the #WomensMarch? https://t.co/20qF449zL2,-2.305719141,1,0.8402,1,1
YRUMarchingTX,"...after thirty years, my wife and I were finally able to marry @GoLearnLove #WhyIMarch #YRU @anniehnet https://t.co/O7nj0J7D6M",-2.067708182,,0,1,1
Lexa_Hillyer,"RT @LydsG: Women even marching on skis in Are, #Sweden against bigotry and for human rights! #WomensMarch Photos by Karen Koster Monsen htt…",-2.047208928,,0,1,1
klareplane,RT @halsey: Make sure to support your local #womensmarch! Cant wait to march with those of you who I'll see in Washington D.C. on Saturday.,-0.802627074,1,0.6476,1,1
BeCoolBeFair,RT @goldengateblond: Beyond the #WomensMarch: Now the real work begins https://t.co/hB8BSryslw via @scratchpolitics,-2.345121375,,0,1,1
harkherold,"This speaks millions of volumes.


Tears of joy streaming down my face.


Trust needed to touch &amp; cover stranger's face is immense &amp; beautiful!💖 https://t.co/lJRlvowMuF",0.581880498,1,0.9501,1,1
tonyisonstage,"RT @gaydaysLA: Are you ready for the #WomensMarchLA?


My Body my choice


Her Body her choice!





#WomensMarch #dtla #january21 #gaydaysla https…",-1.560815171,1,0.4199,1,1
SusanMorgan19,RT @HuffingtonPost: 14 signs from the #WomensMarch to honor Roe v. Wade's 44th anniversary https://t.co/88oVr0Khaj https://t.co/qFKPHil2nR,0.141682522,1,0.4939,1,1
forcingdebnam,RT @B_Alysse: Today's #WomensMarch was the largest inaugural protest in U.S. history. https://t.co/vGpXwJXGP9,-1.816628291,0,-0.25,1,1
LfeofCnsequence,💚@womensmarch 💚 https://t.co/GXf5HNRhHf,-1.931725283,1,0.6369,1,1
CANADALEK,"RT @HillaryClinton: Thanks for standing, speaking &amp; marching for our values @womensmarch. Important as ever. I truly believe we're always S…",-1.780612929,1,0.8519,1,1
beaesquivel26,"RT @ChrisEvans: If you don't understand what fight they're still facing, please reread you own tweet. You've demonstrated the issue flawles…",-1.596438446,1,0.5399,0,1
KazzamIAM,RT @People4Bernie: When they say #AddHerName don't forget these people couldn't be bothered with actually showing up to do the organizing w…,-1.863974854,1,0.3875,1,1
Sarah5934433,RT @womensmarch: Look out for our Youth Ambassadors tomorrow! They're coming to march from all over the country. We're so proud! #WMWYouth…,-0.985650299,1,0.6783,1,1
catpennies,RT @amjoyshow: MORE THAN 600 SISTER MARCHES ACROSS AMERICA &amp; AROUND THE WORLD FOR #WOMENSMARCH #AMJOY https://t.co/TMd0aLPZUJ,-1.638484431,,0,0,1
kurtzellner,"#WomensMarch I Support Women In Their Struggle For Their Human Rights, Rights Of Total Equality @redTamsen",0.152878185,1,0.1027,1,1
LaLotta_P,RT @9000x: Les comparto mis favoritos del #WomensMarch https://t.co/wQ8Wp4Ez57,0.406556837,,0,0,1
alwaysinvalid,RT @CaitiWard_: Even Mother Nature gave us a glorious day to say our peace. Thank you to every person there. Together we've made history. #…,-0.783256329,1,0.8807,1,1
bugmeup,"RT @ChrisEvans: If you don't understand what fight they're still facing, please reread you own tweet. You've demonstrated the issue flawles…",-0.126577364,1,0.5399,0,1
ChrisBoghossian,RT @briancassella: Just an endless mass of women and men in pink hats arriving at the Capitol South Metro. #WomensMarch https://t.co/P01DOR…,-0.376468758,,0,1,1
Johnny_Lew,"RT @SenSanders: This is not a time for despair, but rather a time for action. We are standing up and fighting back. #WomensMarch",-0.411997372,0,-0.5994,1,1
AlexisAb09,"RT @thisisbray: Austin, Texas right now. #WomensMarch https://t.co/TnuLcobEp5",-1.27614751,,0,1,1
NicolaMoffat,"RT @oliviamuenter: If you're still wondering why we need feminism, here's the makeup of the panel discussing the #WomensMarch on CNN. https…",-1.16266463,,0,1,1
wendygreen_,Follow @SwapnaVenugopal &amp; @TaniaSavayan as they rep us proud! @lohud journalists in Washington to cover #WomensMarch https://t.co/B45MIaSUYY,0.27811782,1,0.5255,1,1
newglasgowgirls,RT @ananavarro: Wow. Just wow.                         Roar pussycats. Roar! 🐯 https://t.co/Zm04XVw5ng,-1.223177938,1,0.8356,1,1
JonesRj1964,"RT @NBCNews: America Ferrera at #WomensMarch: ""The president is not America... We are America, and we are here to stay.""  https://t.co/BJJz…",-2.030918184,,0,1,1
amandaspleas,RT @deray: #WomensMarch. https://t.co/lmiIppUMMB,-1.541723936,,0,1,1
WhoShatCha,RT @CNN: We’re in a helicopter high over the #WomensMarch in Chicago. Watch on Facebook Live https://t.co/GDmAzq0f6k https://t.co/EmQJbjzBtu,-1.006278826,,0,1,1
Gingerforreal,RT @TrumpSuperPAC: #SpicerFacts #PresidentTrump is the Law &amp; Order President. Obama was the pardon &amp; apologize President. #WomensMarch http…,1.973734304,1,0.4019,0,0
AcunaAndrew,"RT @tonygoldmark: The #WomensMarch was important symbolism, but mere symbolism nonetheless. It was a promise we all have to keep now.",-1.346868023,1,0.5187,1,1
emmaaarhiann,RT @Nick_Offerman: I'm headed to the Sundance #WomensMarch - ur welcome 2 come feel the weight of my feminist balls in your tiny hand if it…,-0.816932261,1,0.7351,1,1
carlaartkp,RT @wvwc_youngdems: Proud of those peacefully protesting in the #WomensMarch today throughout our nation. Never stop fighting for what you…,-0.078367882,1,0.7716,1,1
suzi_q2,.@NYC2SR LIVE on #Periscope #IndigenousWomenRise #WomensMarch #MniWiconi #NYC2StandingRock https://t.co/Cwstj36jEo,-2.104470218,,0,1,1
audreytang97,RT @AntonioFrench: The #WomensMarch in downtown St. Louis! This is what democracy looks like. https://t.co/mzb5xMZUKC,-0.010230062,1,0.4199,1,1
KRed_with_a_K,"Madonna openly admits she thought about blowing up the White House, some inspirational leader to women in America. #WomensMarch #liberals",2.053479675,1,0.6705,0,0
Ayee47kay,RT @PoliticalGroove: #WomensMarch this is what an uprising looks like. https://t.co/1gIeqUF3zR,-2.072494374,1,0.3612,1,1
jojoblack77,RT @antoniodelotero: some of my favorites from the #WomensMarch 👏🏽 https://t.co/KZIyGOPTfi,-0.120392326,1,0.4215,1,1
AleMancinelli8,"RT @90swomen: #WomensMarch 


A Global Movement. 💗 https://t.co/YxmAULFxGY",-0.50976319,1,0.7096,1,1
cakeslikevelvet,"RT @nbcwashington: Trayvon Martin’s mother: “It doesn’t matter who the president is, we’re going to continue to fight.” #WomensMarch https:…",-1.781523747,1,0.0258,1,1
fixing_my_heart,RT @billboard: Watch Madonna Drop F-Bomb on Live TV at #WomensMarch on Washington https://t.co/HKWJgUcFdp,-0.326503,0,-0.2732,0,0
butterflylau_,"RT @flashlightdrew: ""trump esto no es twitter,no podes bloquearnos"" te juro que te amo @LaurenJauregui #WomensMarch https://t.co/5p1ViRXYny",-0.558451798,0,-0.296,1,1
sdrevik,"RT @VoteGloriaJ: Yeah @SheriffClarke these people are dangerous, I can see why you were scared. https://t.co/ZLWdl8LuOn",0.16090028,0,-0.5859,0,0
nomoreslaves,"RT @AmySLuke: Sex-trafficking survivor, @shandraVoH, spoke at @WomensMarchNYC Saturday morning, read her @BBC story https://t.co/uiAqVozcbG…",-0.40166537,1,0.3612,1,1
edwardgr1,"RT @katyperry: Then, I'm marching. #WomensMarch",-0.6310672,,0,1,1
jerseyjenva53,RT @GynoStar: I love this sign @SarahLerner made for the #WomensMarch. https://t.co/Wi4PixbX8z,-0.58941167,1,0.6369,1,1
WrenCollier_,I didn't know I could love madonna more 😂 https://t.co/3j0Zw1afjG,-0.674406295,1,0.7806,0,1
AntonioDRAMsci,RT @clumsyandshy: The Dallas #WomensMarch went on for miles in downtown Dallas https://t.co/YmFahXAsem,-2.36972682,,0,1,1
TonyaGJPrince,RT @Karnythia: Black women are women right? So we get to have a voice at this march. Welcome to an intersectional idea of feminism https://…,-2.302351127,1,0.4588,1,1
perhapsonedaykc,"RT @GetWisdomDude: We Had an Amazingly Powerful 


#WomensMarch in DC Today


It Drove trump Crazy!


Awesome Rooftop View


via @KerryGFleming


htt…",-0.969810666,1,0.7257,1,1
NobleSV,RT @Marv_Vien: John Kerry spent his first day as a private citizen after 34 years at the #WomensMarch. https://t.co/qC19Uy9kfg,-1.563163644,,0,1,1
AntwonRatliff,RT @SenSanders: Congratulations to the women marching today. We must go forward to ensure full reproductive justice for all women. #WomensM…,-2.105658348,1,0.872,1,1
NCTWEETY70,RT @frangeladuo: LOL! @realDonaldTrump &amp; @seanspicer seem to both have size issues:) @SMShow @sexyliberaltour @womensmarch https://t.co/3ST…,-1.152920088,1,0.5893,1,1
wfnx1990,"That's what I call a #WomensMarch


 @musejamie @TruthinGov2016",2.384132555,,0,1,1
1USAPROUD,#Soros = #WomensMarch https://t.co/6e8cPJRZfx,1.98002436,,0,0,0
Louisvemnemim,RT @GemmaBrasill: Gemma no protesto #WomensMarch 💜💜 (via: Rachel no instagram). https://t.co/GVJbHWBK4J,0.382394659,1,0.7184,1,1
OmidPPanahi,The #WomensMarch drew women from parts of the country one wouldn't expect. #Washington https://t.co/SWUoSAUNpL,0.500616425,,0,1,1
DCLabor,RT @womensmarch: Who's here with us? #WomensMarch https://t.co/cWPGpwF1Xe,-1.671092153,,0,1,1
NicheComics,RT @Iron_Spike: Thread. https://t.co/tEGQyCwt2F,-1.762581743,,0,1,1
TheDiplomat1911,"RT @thehill: PHOTOS: Historic #WomensMarch on Washington


https://t.co/mRPhq2UtkH https://t.co/oFtwxegOj6",-0.440337733,,0,1,1
ALLYMENTAND0,"RT @ztreetgirl: #WomensMarch


sou trans 


sou bi


sou homo 


sou negra


sou feminist


sou religiosa


sou crente


sou ateu


sou solteira


sou mãe 


sou…",-1.439744585,,0,1,1
Usama_fr,RT @katiedawson23: #WomensMarch #Dublin  huge crowds https://t.co/eop4HqTGkx,-0.415327206,1,0.3182,1,1
