id,text,sentiment_C1,stance_C1,sentiment_C2,stance_C2,target
kav_134,"Target: Confirmation of Kavanaugh

Dianne Feinstein ambushed Brett Kavanaugh with a parent whose daughter was killed at Parkland and sat on an anonymous letter for an alleged sexual assault (in which we know is bullshit🙄) on Brett Kavanaugh. I'm sensing a pattern here.",0.0,1,0.0,1.0,kav
kav_135,"Target: Confirmation of Kavanaugh

Does anyone know why no one on the Judiciary Committee asked Kavanaugh about who paid off his debt?",0.0,0,0.0,0.0,kav
kav_136,"Target: Confirmation of Kavanaugh

Spokesman for GOP on Kavanaugh nomination resigns; has been accused of harassment in the past https://t.co/B4VIB6a2VK",0.0,0,0.0,0.0,kav
kav_137,"Target: Confirmation of Kavanaugh

#ConfirmKavanaugh they need to stop playing games this is a great man he will make a great Supreme Court judge. R/T 4 a High vote outcome @realDonaldTrump @seanhannity @Robfortrump2020",1.0,1,1.0,1.0,kav
kav_138,"Target: Confirmation of Kavanaugh

@MikeDelMoro @LincolnsBible Kavanaugh told Whelan, because of course Kavanaugh knew who the anonymous accuser was, because Kavanaugh was there that night.",0.0,0,0.0,0.0,kav
kav_139,"Target: Confirmation of Kavanaugh

Kavanaugh ally did online searches for Christine Blasey Ford before she was revealed as accuser: report https://t.co/WRUSl5Yks9 #SmartNews",1.0,0,0.0,0.0,kav
kav_140,"Target: Confirmation of Kavanaugh

so help me understand this Supreme Court thing: it was OK to keep Scalia's seat open for over 400 days because fuck you, that's why, and right now it's imperative that we rush into a vote on Blackout Brett as soon as possible because fuck you, that's why, do I have that right",0.0,0,0.0,0.0,kav
kav_141,"Target: Confirmation of Kavanaugh

KAVANAUGH WILL STILL BE CONFIRMED - Democrats just lessened any chance of taking the House in November by acting like partisan clowns. They have just awoken the sleeping base voters. And now Republicans are pissed.",0.0,1,0.0,1.0,kav
kav_142,"Target: Confirmation of Kavanaugh

#Kavanaugh whataboutism: Rightwing media (Fox, Breitbart, etc.) have been after me all week for saying BELIEVE WOMEN and that Dems are better for women. They think if they repeat ""Bill Clinton"" and ""Keith Ellison"" it mitigates the GOP's horrendous record on women. It doesn't.",0.0,0,0.0,0.0,kav
kav_143,"Target: Confirmation of Kavanaugh

This is really, really, really true. Future historians (if we survive) will look at video clips and wonder how anyone could possibly have missed the flaming tells of guilt from Trump, Kavanaugh, and co. It will be like watching people host a make-believe tea party in a fire. https://t.co/VtLQcsyRzN",1.0,0,0.0,0.0,kav
kav_144,"Target: Confirmation of Kavanaugh

Ed Whelan reportedly began researching Brett Kavanaugh accuser Christine Blasey Ford even before her name was published https://t.co/Y8Lq71FAXW",1.0,0,0.0,0.0,kav
kav_145,"Target: Confirmation of Kavanaugh

Judge Kavanaugh is a man of integrity, with impeccable credentials &amp; a proven judicial philosophy. I believe Judge Brett Kavanaugh will soon be JUSTICE Brett Kavanaugh &amp; take his seat on the Supreme Court of the United States. #VVS18 https://t.co/LfJtonQynm",1.0,1,1.0,1.0,kav
kav_146,"Target: Confirmation of Kavanaugh

@BuzzPatterson @birdie1162 The two men and one woman Dr. Ford placed at the party denied anything ever happened. The woman, a lifelong friend of hers not only says it never happened but she has never even met Kavanaugh.",0.0,1,0.0,1.0,kav
kav_147,"Target: Confirmation of Kavanaugh

Only 31% of Americans believe that Brett Kavanaugh should be confirmed to the SCOTUS. Next week we find out if the U.S. Senate really represents their constituents or if they actually represent Donald Trump. WE THE PEOPLE DEMAND REPRESENTATION!",0.0,0,0.0,0.0,kav
kav_148,"Target: Confirmation of Kavanaugh

Kate Shaw, a former Obama WH lawyer, thinks we should upend the justice system because of her feelings. NYT: Kavanaugh Has No Right to Presumption of Innocence, ‘Politics’ Should Decide His Guilt Instead https://t.co/DJi0RhLMND",0.0,1,0.0,1.0,kav
kav_149,"Target: Confirmation of Kavanaugh

Brett Kavanaugh graduated HS same year as me ..are we seriously gonna litigate the behavior of our 17 year old selves now? WTF have we come to? Let’s do that to every Democratic Congressional Member starting today. #KavanaughConfirmation @BarbaraRedgate @mflynnJR",0.0,1,0.0,1.0,kav
kav_150,"Target: Confirmation of Kavanaugh

Any chance reporters looking into who might be behind the Ed Whelan fiasco might also be interested in the resistance ties of those assisting Dr. Ford? https://t.co/tI8ppP1sqS",0.0,1,0.0,1.0,kav
kav_151,"Target: Confirmation of Kavanaugh

Dr. Ford will testify that there were 4 people at the party where Kavanaugh allegedly assaulted her. All 4 have released statements. Not a single person supports Ford’s story. ❌ Mark Judge ❌ Patrick J. Smyth ❌ Leland Ingham Keyser(Ford’s lifelong friend) ❌ Brett Kavanaugh",0.0,1,0.0,1.0,kav
kav_152,"Target: Confirmation of Kavanaugh

Michael Avenatti tweets that Kavanaugh accuser ‘is not alone’ -- and warns accused accomplice Mark Judge https://t.co/06ohYuxRYE via rawstory",0.0,0,0.0,0.0,kav
kav_153,"Target: Confirmation of Kavanaugh

Ari, why do they need outside counsel? Direct me to a time where one was hired by either party to cross-exam a witness before the Senate judiciary, publicly. It’s b/c they want a seasoned pro to obfuscate &amp; deflect Dr. Ford’s credible testimony. Kavanaugh was a horrible choice. https://t.co/Z2ZEBdroxf",0.0,0,0.0,0.0,kav
kav_154,"Target: Confirmation of Kavanaugh

@DanEggenWPost #Kavanaugh drank more water at his hearing than any person would normally drink, it was bizarre. Is he an alcoholic and was dehydrated that day?",0.0,0,0.0,0.0,kav
kav_155,"Target: Confirmation of Kavanaugh

.@SenateGOP @ChuckGrassley Enough with the Dr. Ford stall tactics, it's looking more and more like an attempt to push Kavanaugh's confirmation past the midterms. nothing more, if true, she's had 36 years to get her story straight. Stop the insanity. #ConfirmKavanaughNow",0.0,1,0.0,1.0,kav
kav_156,"Target: Confirmation of Kavanaugh

Republican Congressman Kevin Cramer, the U.S. senate nominee in North Dakota called the Kavanaugh accusation ""absurd"" today because they were drunk and assault attempt ""never went anywhere."" @CNNPolitics https://t.co/jc48DOKb6w",0.0,0,0.0,0.0,kav
kav_157,"Target: Confirmation of Kavanaugh

New witness. ""Ms. Keyser does not know Mr. Kavanaugh and she has no recollection of ever being at a party or gathering where he was present, with, or without, Dr. Ford."" The lawyer acknowledged to CNN that Keyser is a lifelong friend of Ford's. https://t.co/dvgq21sc6h",1.0,1,0.0,1.0,kav
kav_158,"Target: Confirmation of Kavanaugh

The Brett Kavanaugh case shows we still blame women for the sins of men | Rebecca Solnit https://t.co/ZlLHSkyF0h",0.0,0,0.0,0.0,kav
kav_159,"Target: Confirmation of Kavanaugh

Judge Kavanaugh’s female colleagues &amp; friends: “We are proud to stand with Brett” https://t.co/YaxjmA3GA9 https://t.co/I3L8lV9SWE",1.0,1,1.0,1.0,kav
kav_160,"Target: Confirmation of Kavanaugh

Dr. Fraud's story is that that there were 4 people at the party where Kavanaugh allegedly assaulted her. 1) Brett Kavanaugh 2) Mark Judge 3) Patrick J. Smyth 4) Leland Ingham Keyser ALL 4 have now denied there was any such party. Meanwhile, Dr. Fraud is $400k richer.",0.0,1,0.0,1.0,kav
kav_161,"Target: Confirmation of Kavanaugh

@ChuckGrassley @ETrumpgirl With all due respect Senator Grassley but your committee has given Dr. Ford plenty of time to testify and tell her side of this alleged accusation and now you need to take action and vote on the confirmation of Brett Kavanaugh to the Supreme Court.",1.0,1,0.0,1.0,kav
kav_162,"Target: Confirmation of Kavanaugh

@LauraAJarrett @scottwongDC that's because #Kavanaugh is in deep with Russian money as well and they will be dropping that bomb on Wednesday! it's what I'm hearing",0.0,0,0.0,0.0,kav
kav_163,"Target: Confirmation of Kavanaugh

Republicans’ relentless, ruthless revictimizing must stop. Bullying deadlines must cease. This intimidation must be halted by Republicans speaking out. https://t.co/eReYpWTc7t",0.0,0,0.0,0.0,kav
kav_164,"Target: Confirmation of Kavanaugh

Now democrats are pledging to impeach Kavanaugh as soon as they win majority in the House, can you believe what’s happening to our country? So who ever they disagree with, Dems will move to impeach them. First the President then Kavanaugh. Who’s next. 2 term limits, end lobbyists",0.0,1,0.0,1.0,kav
kav_165,"Target: Confirmation of Kavanaugh

Kavanaugh held her mouth to silence her. Now Trump, McConnell, Grassley and the gop are holding her mouth again. And the godless spoon fed gop sheep support it... offering up their daughters to be the next to be sexually assaulted, raped...",0.0,0,0.0,0.0,kav
kav_166,"Target: Confirmation of Kavanaugh

McConnell just now on Kavanaugh: ""you’ve watched the fight, you’ve watched the tactics. But here is what I want to tell you, in the very near future Judge Kavanaugh will be on the United States' Supreme Court.""",1.0,1,0.0,1.0,kav
kav_167,"Target: Confirmation of Kavanaugh

It’s time... To confirm Kavanaugh. No more waiting, now matter how many misguided Dem leaders scream “bullying”. They had three months. THREE MONTHS. CONFIRM KAVANAUGH. Who else agrees?",0.0,1,0.0,1.0,kav
kav_168,"Target: Confirmation of Kavanaugh

""I want to hear her. I hope u understand."" https://t.co/nzE6OOB18D",1.0,0,1.0,0.0,kav
kav_169,"Target: Confirmation of Kavanaugh

@elidet @ChuckGrassley No, what you want is another Liberal that doesn't give a damn about the Constitution...You're not getting it. Trump will end up choosing two more Supreme Court Justices. Setting your wet dream of Socialism back decades.😁😁",0.0,1,0.0,1.0,kav
kav_170,"Target: Confirmation of Kavanaugh

Every time for the next 40 years when Brett Kavanaugh makes a ruling on the Supreme Court, think about how the Democrats tried to screw up his life with lies and deceit.",0.0,1,0.0,1.0,kav
kav_171,"Target: Confirmation of Kavanaugh

Kavanaugh On Sexual Assault Allegations: ‘I Miss High School’ https://t.co/HUZGnHNn8m https://t.co/wAPGlQIcjB",1.0,0,0.0,0.0,kav
kav_172,"Target: Confirmation of Kavanaugh

Senator Collins stop supporting the Evil Traitor in the WH! Vote no on Kavanaugh! https://t.co/b8lq4R9aRP",0.0,0,0.0,0.0,kav
kav_173,"Target: Confirmation of Kavanaugh

Dear GOP The media &amp; Dems will call you sexist, racist, bigoted sexual predators who hate women That ship has sailed no matter what you do. Ellison proves it's partisan The only question is whether that happens WITH or WITHOUT Judge Kavanaugh on SCOTUS #ConfirmKavanaughMonday",0.0,1,0.0,1.0,kav
kav_174,"Target: Confirmation of Kavanaugh

This is all absurd. Brett Kavanaugh should just withdraw already.",0.0,0,0.0,0.0,kav
kav_175,"Target: Confirmation of Kavanaugh

(VIDEO) Tucker: If Dems Delay Kavanaugh Vote Another Week His Confirmation Is Over Per Senate Rules Make no mistake about it. Dems are using the Christine Ford media fiasco not to get to the truth, but to prevent Trump from placing a justice on the SCOTUS https://t.co/QLYopIhy97",0.0,1,0.0,1.0,kav
kav_176,"Target: Confirmation of Kavanaugh

Feinstein Blames Media For Outing Kavanaugh’s Accuser. Republicans: There’s Just One Problem. https://t.co/V8EwTWFw7w",0.0,1,0.0,1.0,kav
kav_177,"Target: Confirmation of Kavanaugh

The Kavanaugh controversy meets fake news. Real fake news. 👉🏼Key question is how complicit in the creation of Ed Whelan’s false narrative are Kavanaugh, Hatch, Leonard Leo &amp; the Federalist Society? @FBI America needs to know. https://t.co/0Nqt0CekvC",0.0,0,0.0,0.0,kav
kav_178,"Target: Confirmation of Kavanaugh

The fourth person Christine claimed was at the party says she has no idea what Christine is talking about. What party? And she doesn’t know Kavanaugh. Let me be the first to say it. Mental case.",0.0,1,0.0,1.0,kav
kav_179,"Target: Confirmation of Kavanaugh

@PattyMurray Dear Senator Murray - your tweets are so biased. You make it sound as if you somehow know that Judge Kavanaugh is guilty of sexually assaulting Dr. Ford. What happened to ""presumption of innocence""?",0.0,1,0.0,1.0,kav
kav_180,"Target: Confirmation of Kavanaugh

@AriFleischer @awstar11 I’m quite sure every Senator has already made up their mind. In fact I’m willing to bet the Democrats made their minds up the minute the name “Kavanaugh “left Trump’s mouth.",1.0,1,0.0,1.0,kav
kav_181,"Target: Confirmation of Kavanaugh

* Amen~1,000 times over! PUBS must take a STAND for integrity &amp; goodness! Da Dems are proving they have little RIGHT in them! As time goes forth, there is a battle~DARKNESS vs. #LIGHT! Vote asap! #Kavanaugh is as righteous as a man can be in this day &amp; time! #Time2Stand! #CoachK https://t.co/GNttVTwvAy",1.0,1,1.0,1.0,kav
kav_182,"Target: Confirmation of Kavanaugh

“Her mind-set was, ‘I’ve got this terrible secret. . . .What am I going to do with this secret?’ ” her husband, Russell Ford, recalled. She even researched moving to another country, he said. https://t.co/ykWzgrJ4DY",0.0,0,0.0,0.0,kav
kav_183,"Target: Confirmation of Kavanaugh

Elite men like Brett Kavanaugh and Donald Trump get off with a slap on the wrist, while young drug dealers and car thieves sit in jail — and the system needs to change, writes Matt Yglesias. https://t.co/C6eczhXE3D",0.0,0,0.0,0.0,kav
kav_184,"Target: Confirmation of Kavanaugh

I dont think anyone could have predicted that a supreme court nominee was gonna get accused of attempted rape and the defense was gonna be all white people look the same",0.0,0,0.0,0.0,kav
kav_185,"Target: Confirmation of Kavanaugh

Let’s see if @SenatorCollins, Vichy Republican extraordinaire, speaks up about 1) Grassley’s bullying of Ford; 2) Mitch McConnell’s claim, also today, that the Kavanaugh votes, hers therefore included, are in the bag.",0.0,0,0.0,0.0,kav
kav_186,"Target: Confirmation of Kavanaugh

The longer they wait for Ford, the more demanded from what was to be hearing. Now they’re asking for the equivalent of a trial. Yet no rules of the court are to be in play. It’s becoming more polarized. As a woman I sympathize but still don’t believe her. https://t.co/CouZGp6CHS",0.0,1,0.0,1.0,kav
kav_187,"Target: Confirmation of Kavanaugh

Dershowitz, Civil liberties have 2 b complied w,...we don’t hear from @ACLU...accuser’s lawyer says accused goes 1st-a fundamental denial of due process. That’s not Anglo-American system of justice. https://t.co/HBHJlsn4UT",0.0,1,0.0,1.0,kav
kav_188,"Target: Confirmation of Kavanaugh

btw, today’s NYT runs the Rosenstein piece huge on page one (much to WH’s delight), while NYT carries zero stories abt insane, failed GOP plot to suggest Kavanaugh attack was mistaken indenture—NYT doesn’t see that as news",0.0,0,0.0,0.0,kav
kav_189,"Target: Confirmation of Kavanaugh

Kavanaugh must be guilty. Same with those UVA monsters. https://t.co/d5hmcmROpT",0.0,0,0.0,0.0,kav
kav_190,"Target: Confirmation of Kavanaugh

Stop 🛑 this none sense NOW she is never going to show up to testify it’s all a shame to make Republicans look stupid and to Smear Judge 👨‍⚖️ Kavanaugh good name which she has already managed to accomplish! Grow some BALLS 🏀 VOTE 🗳 Already! https://t.co/Xv4tbfx3jz",0.0,1,0.0,1.0,kav
kav_191,"Target: Confirmation of Kavanaugh

A thought: the Kavanaugh mess has structural roots. Rs needed someone who was both ideologically reliable and at no risk of developing a conscience when it came to defending Trump against rule of law. So it had to be a bad person, which meant good odds of nasty stuff surfacing",0.0,0,0.0,0.0,kav
kav_192,"Target: Confirmation of Kavanaugh

this is idiotic. it's not a criminal trial. the obligation is on him to convince senators he should get a lifetime appointment. I swear Graham has dropped 50 IQ pts since McCain passed away https://t.co/9GaA3aIagP",0.0,0,0.0,0.0,kav
kav_193,"Target: Confirmation of Kavanaugh

@costareports I support the Sen Judiciary Committee proceeding as Sen Grassley advised the entire country! If Dr Christine Blasey Ford didn't accept the offer extended 2 her by 2:30 PM Saturday, the Committee would be Voting on Judge Kavanaugh on Monday! This is our Gov not""Let's Make A Deal""!",1.0,1,0.0,1.0,kav
kav_194,"Target: Confirmation of Kavanaugh

So just today a GOP spokesman for Kavanaugh resigned due to sexual harassment &amp; a Trump official accused of drugging the stripper he got pregnant with a abortion pill killing the fetus. The question isn’t why women are abandoning be GOP but what will it take for men to join.",0.0,0,0.0,0.0,kav
kav_195,"Target: Confirmation of Kavanaugh

What’s This All About? DELAY, DELAY, DELAY SMEAR, SMEAR, SMEAR 🛑 Put A STOP To It Now 🛑 END THE SHAM, HOLD THE VOTE https://t.co/EC33M0YGy8",0.0,1,0.0,1.0,kav
kav_196,"Target: Confirmation of Kavanaugh

I wonder if Ford is stalling under direction of the Dems and her lawyer to allow MSM and Dems to continue to destory the character of Kavanaugh. To the ignorant,who have already made a decision before even hearing a case.Crying Chuck comes to mind🤔 Vote! https://t.co/5iodAX7rpT",0.0,1,0.0,1.0,kav
kav_197,"Target: Confirmation of Kavanaugh

@LegalRealist @Trumpist6 @redsteeze You just completely skipped the past where she said she doesn't know Kavanaugh.",0.0,1,0.0,0.0,kav
kav_198,"Target: Confirmation of Kavanaugh

There's a deeply-flawed statistic that weighs down the Kavanaugh debate -- that only 2 to 10 percent of rape claims are ""false."" Thus, the existence of the claim becomes evidence of the claim. But those stats are fundamentally flawed. Here's how: https://t.co/sAbCcW4M0w",0.0,1,0.0,1.0,kav
kav_199,"Target: Confirmation of Kavanaugh

得道多助 Female Supporters of Judge Kavanaugh Hold #IStandWithBrett Press Conference https://t.co/KXih5EIvCv via @YouTube",1.0,1,1.0,1.0,kav
kav_200,"Target: Confirmation of Kavanaugh

This pathetic president is now attacking Dr. Ford personally. And McConnell said Kavanaugh will get confirmed no matter what. The only language these toads understand is power. So let’s use the power of our votes to strip them of their power in November. It is the only way.",0.0,0,0.0,0.0,kav
kav_201,"Target: Confirmation of Kavanaugh

😵 Mouth Wide Open. Totally Speechless. I have been pushing for this for the past 8 days. 💪🏼 Maryland police chief ‘prepared to investigate’ Brett Kavanaugh’s alleged sexual assault 💪🏼 https://t.co/k3G03XViIj",1.0,0,0.0,0.0,kav
kav_202,"Target: Confirmation of Kavanaugh

What is wrong with Senate Rep leadership? Can't they do their job or do they like being played by Democrats? If Chuck Grassley can't fo his job let someone else do it. If Reps can't confirm Kavanaugh because of this false allegation, the midterm is going to look bad for them.",0.0,1,0.0,1.0,kav
kav_203,"Target: Confirmation of Kavanaugh

@AdamParkhomenko Is it normal for a website to confirm a Supreme Court judge be created over a year before a Supreme Court judge retires? https://t.co/yN7qIzYs4E",1.0,0,0.0,0.0,kav
kav_204,"Target: Confirmation of Kavanaugh

Keeping track: Everyone named has denied knowing of any party where Ford’s claim took place and Keyser says she never even knew Kavanaugh. https://t.co/UodpdoMNiy",0.0,1,0.0,1.0,kav
kav_205,"Target: Confirmation of Kavanaugh

@RockyShorz @AltNatSecAgency Seriously, Rocky, don't be a dumbass. Kavanaugh was drunk off his ass when he assaulted Ford in Maryland. He wasn't in Europe when he was attending Georgetown Prep. Now stop being a tool and support an FBI investigation if you want irrefutable proof that Ford is wrong.",0.0,0,0.0,0.0,kav
kav_206,"Target: Confirmation of Kavanaugh

If there are no consequences for Keith Ellison, then doggone, Judge #BrettKavanaugh should be nominated to the US Supreme Court. https://t.co/4P45KPLIAB #KeithEllisonAbuseAllegation #tcot",1.0,1,0.0,1.0,kav
kav_207,"Target: Confirmation of Kavanaugh

@DanEggenWPost @jonfavs Well Sir, imagine how frustrated we all are thinking that he may be on the Supreme Court. At best he’s probably a liar. At worst, who knows. Not worthy of the position",0.0,0,0.0,0.0,kav
kav_208,"Target: Confirmation of Kavanaugh

There could be any number of legit ways to come into some money. The fact that Kavanaugh hasn’t offered up any explanation is disturbing https://t.co/rquohtr4Pp",0.0,0,0.0,0.0,kav
kav_209,"Target: Confirmation of Kavanaugh

I was sexually assaulted in the mid-80’s at the home of one of Kavanaugh’s schoolmates. The host of that party added his name to this letter to the Judiciary Committee attesting to Kavanaugh’s character. https://t.co/l2RNGr8KOj 3/ #metoo @LindseyGrahamSC @SenatorDurbin",0.0,0,0.0,0.0,kav
kav_210,"Target: Confirmation of Kavanaugh

If Brett Kavanaugh has a calendar showing his whereabouts in 1982, that means he also has all the receipts from when he was treasurer of the 100 Keg Club.",1.0,0,0.0,0.0,kav
kav_211,"Target: Confirmation of Kavanaugh

Dr. Ford's lawyer now says the party happened 30 years ago? Ford is 51, which would mean, according to her lawyer's new statement, that the party happened when she was 21 — which is not high school. This comment from the lawyer is sloppy at best: https://t.co/w34yXXwsfy https://t.co/tXU0GBY8Y2",0.0,1,0.0,1.0,kav
kav_212,"Target: Confirmation of Kavanaugh

@_juliannemoore Disgusting Ever hear of Presumption of innocence? Do u have any sons? The burden of proof is not on kavanaugh! She can’t even remember when or where this supposed action “that could have escalated to sexual assault happened.”😀What exactly is the crime here? Sad political ploy",0.0,1,0.0,1.0,kav
kav_213,"Target: Confirmation of Kavanaugh

Bob Corker just said he is impressed with Kavanaugh &amp; can’t imagine “the horror of being accused of something like this.” Hey @SenBobCorker what about the horror of being sexually assaulted then finding out your perpetrator may sit on the Supreme Court &amp; violate even more women?",0.0,0,0.0,0.0,kav
kav_214,"Target: Confirmation of Kavanaugh

.@FifthHarmony alum @LaurenJauregui calls Donald Trump and Brett Kavanaugh ""sexual predators with power"" https://t.co/IyxoM39MGS https://t.co/qZmGqK27pw",0.0,0,0.0,0.0,kav
kav_215,"Target: Confirmation of Kavanaugh

a guy not fit to be president nominated a guy thats not fit to be a supreme court justice that needs the approval of a bunch of people not fit to be senators. if this isnt a complete breakdown of all three branches of government i dont know what is.",0.0,0,0.0,0.0,kav
kav_216,"Target: Confirmation of Kavanaugh

Ben is right but everything we know about BK screams ambition. He's shaded and evaded because he can see what he wants within grasp. He spends 8,9, 10 hours getting grilled on how to tell the truth. He won't quit; he is a prisoner of his own ego https://t.co/uRjqpmNS8e",0.0,0,0.0,0.0,kav
kav_217,"Target: Confirmation of Kavanaugh

As I read the horrible stories of women courageously sharing their painful experiences of sexual assault as young girls, I am increasingly convinced Grassley, Kavanaugh &amp; the GOP Judiciary have no idea of the power and anger they are unleashing.",0.0,0,0.0,0.0,kav
kav_218,"Target: Confirmation of Kavanaugh

Every teenage girl has been treated like prey, whether by some handsy boy at a party, misogynistic classmates on Instagram or an inappropriate science teacher who stares at her chest in class. https://t.co/WxVDE4UCnH",0.0,0,0.0,0.0,kav
kav_219,"Target: Confirmation of Kavanaugh

@avec_empathie @AriFleischer The witness won’t testify, he says it didn’t happen but won’t swear to it. He wrote a book @ the drunken party high school days where him &amp; his friends believed “no means yes &amp; yes means anal”. Kavanaugh has been working every day to come up with a defense, why if he is innocent.",0.0,0,0.0,0.0,kav
kav_220,"Target: Confirmation of Kavanaugh

“There is no sex-linked gene for honesty! Women lie as well as men do. #Kavanaugh testify first? That’s what the Inquisition did! We can’t have one process for Republicans, one for Democrats! &amp; how about @keithellison?!” @AlanDersh @HeyTammyBruce @seanhannity #KavanaughAccuser https://t.co/koEkd8BZQV",0.0,1,0.0,1.0,kav
kav_221,"Target: Confirmation of Kavanaugh

Mark Judge’s own family says they fear him. https://t.co/zZt3DIL0uj",0.0,0,0.0,0.0,kav
kav_222,"Target: Confirmation of Kavanaugh

@AP_Politics That's not agreeing to terms @ChuckGrassley @GrassleyPress!!! Call the vote!! Make sure it's being recorded because Judge #Kavanaugh's legal team will need it for the defamation lawsuit he brings against Ford, Feinstein, Gillibrand, and the rest of the @DNC bashers.",0.0,1,0.0,1.0,kav
kav_223,"Target: Confirmation of Kavanaugh

The Republican party has now backed and supported an accused sexual predator for: — The White House — The Supreme Court — The Senate And sadly they aren’t going to stop unless there are consequences for their behavior. November 6th is their consequence. #VoteThemOut 🗳",0.0,0,0.0,0.0,kav
kav_224,"Target: Confirmation of Kavanaugh

During an interview with @maddow, @hillaryclinton said the White House could act very quickly to the request to have the FBI reopen their Kavanaugh review: “So far, they haven’t done that.” LMAO 😂 Let’s reopen your case that @FBI screwed up https://t.co/Edb7BiIaFH",1.0,1,0.0,1.0,kav
kav_225,"Target: Confirmation of Kavanaugh

#ConfirmKavanaugh #ConfirmBrettKavanaugh #Kavanaugh #Trump #MAGA2018 #MAGA #KAG we are going to confirm Brett Kavanaugh or vote in new senators #elections2018 #ElectionDay",1.0,1,1.0,1.0,kav
kav_226,"Target: Confirmation of Kavanaugh

PR firm helped Whelan stoke half-baked Kavanaugh alibi https://t.co/7N6DKl4I7I via @politico",0.0,0,0.0,0.0,kav
kav_227,"Target: Confirmation of Kavanaugh

Nearly 50 Yale Law faculty members call for FBI to probe sexual assault accusation against Kavanaugh https://t.co/kZNOlPQZay https://t.co/hOJXnndilN",1.0,0,0.0,0.0,kav
kav_228,"Target: Confirmation of Kavanaugh

@senorrinhatch KAVANAUGH COULD BE CONFIRMED TODAY IF GOP RELEASE NAMES OF DEMOCRATS WHO USED THE SEX HUSH FUND!",0.0,1,0.0,1.0,kav
kav_229,"Target: Confirmation of Kavanaugh

Not only is Brett Kavanaugh's support at an unprecedented low, it appears to be dropping over time, the longer they consider him. https://t.co/hnkcsicCcQ",0.0,0,0.0,0.0,kav
kav_230,"Target: Confirmation of Kavanaugh

It is disgusting that Democrats deflect away from the evidence of Ellison's domestic violence while accusing Kavanaugh without credible proof. #WalkAwayFromDemocrats #VoteDemsOut #VoteRed2018 https://t.co/KjaOCEf8tI",0.0,1,0.0,1.0,kav
kav_231,"Target: Confirmation of Kavanaugh

Ford &amp; her partisan hack of an attorney have missed yet another deadline, making yet more demands. How much time does it take to tell the truth? Enough is enough. Ford does not need another day to consider! The time has come! Confirm Kavanaugh! https://t.co/vNoIy60ZQX",0.0,1,0.0,1.0,kav
kav_232,"Target: Confirmation of Kavanaugh

Weekly Update: Americans should brook no further delay of a full Senate vote on Judge Kavanaugh’s confirmation to SCOTUS. Their new gambit is delaying the nomination past the elections. The Senate should shut this circus down &amp; move the confirmation along. https://t.co/LXwf7TtBfb",0.0,1,0.0,1.0,kav
kav_233,"Target: Confirmation of Kavanaugh

If all you've got on Brett Kavanaugh is an accusation from when he was 17-years-old, and his accuser is an anti-Trump activist who won't go under oath and 'can't remember' when, where, or how anything happened, then Kavanaugh is pretty damn clean. #ConfirmKavanaugh",1.0,1,0.0,1.0,kav
kav_234,"Target: Confirmation of Kavanaugh

Yale Law School Dean now speaks out after it was uncovered that professor Amy Chua said it is ""not an accident"" that Brett Kavanaugh's female law clerks all ""looked like models"" - she was grooming them. Why do female Republican Senator like @SenCapito find this acceptable? https://t.co/ann2zTg5Ct",0.0,0,0.0,0.0,kav
kav_235,"Target: Confirmation of Kavanaugh

Dude if the GOP manages to confirm Kavanaugh before midterm elections, the Democrats are going to lose any chance they have of a blue wave. Period. They’ve made such a big deal of this that a defeat on either side will be incredibly demoralizing",0.0,0,0.0,1.0,kav
kav_236,"Target: Confirmation of Kavanaugh

@NAACP_LDF He got one part right. Call your senator &amp; urge them to confirm Kavanaugh! We cannot allow a single allegation from 30+ years ago that has zero facts &amp; zero witnesses ruin someones career. Especially when the ""victim"" can't remember what year, where, the season, or anything else?",0.0,1,0.0,1.0,kav
kav_237,"Target: Confirmation of Kavanaugh

5-women are asked, “raise your hand if you believe Brett Kavanaugh when he says this never happened?” All 5-believe Kavanaugh and do not have a problem w/him being on the SCOTUS. 78% of Republicans believe Kavanaugh should be confirmed. Retweet if you do! https://t.co/nyoUOe3owf",1.0,1,1.0,1.0,kav
kav_238,"Target: Confirmation of Kavanaugh

To me the image of Kavanaugh pressing his hand on her mouth to stop her from screaming could stand for the GOP treatment of Ford all week.",0.0,0,0.0,0.0,kav
kav_239,"Target: Confirmation of Kavanaugh

@rgoodlaw @mmehenriquez @JWGOP @nycsouthpaw @EdWhelanEPPC What I read earlier was that Kavanaugh was the person who suggested this to Whalen.",1.0,0,0.0,0.0,kav
kav_240,"Target: Confirmation of Kavanaugh

@senorrinhatch @vjeannek Also investigate and prosecute those who have threatened #Kavanaugh family- i think this is also a reasonable request",0.0,1,0.0,1.0,kav
kav_241,"Target: Confirmation of Kavanaugh

Kavanaugh wanted to block a 17-year-old girl from having an abortion, which would’ve affected her for the rest of her life. Yet conservatives don’t want to hold Kavanaugh to his own standard, aruguing choices he made when he was 17 shouldn’t affect him for life. Seems unfair.",0.0,0,0.0,0.0,kav
kav_242,"Target: Confirmation of Kavanaugh

@SenatorCollins 6) the people closest to Kavanaugh have cycled through 5 separate defenses in 7 days, even though he has stated he knows nothing about the allegations 7) not a single fact undermining Dr. Blasey’s credibility has surfaced 8) Kavanaugh’s support among men has only gone up 😞",1.0,0,0.0,0.0,kav
