text,stance,sentiment,balanced_train,vader_scores
The latest Today in Mississippi by https://t.co/j4ZnEfMbHK! https://t.co/I6r1jiPeEp Thanks to @MPBNews #mswx #womensmarch,1,1.0,0.0,0.4926
I saw it already and I do!  Thank you! https://t.co/02nQ5hHUeN,1,1.0,0.0,0.4738
"Women's March Charleston ~ peaceful, inspiring, full with the power of love and determination. #WomensMarch https://t.co/FDjWPd4Tsy",1,1.0,0.0,0.9169
#WomensMarch Stay Woke! #Equality https://t.co/RPEMCUzsjC,1,1.0,0.0,0.0
"RT @LindaSuhler: Man, Ashley Judd sure got than #NastyWoman thing down pat.
Note to self: Don't EVER subsidize her work again.
Not ever.
#W…",1,0.0,1.0,0.3182
@womensmarch thank you for organizing this! It was one of the best experiences of my life! https://t.co/r5KeMfjFug,1,1.0,0.0,0.8065
RT @Lily_NEA: Learn what you can do to protect public education at the #WeRise teach-in after the @womensmarch. I'm on at 4:30! https://t.c…,1,0.0,0.0,0.4389
RT @startup_scribe: Entrepreneurship and social media marketing lessons from the @womensmarch.  https://t.co/YtbkN07Txu via @forbes,1,1.0,0.0,0.0
"RT @ACLU: All marchers, big and small, two and four legged, were welcome. Thanks to Humphrey in Raleigh for the solidarity! #WomensMarch ht…",1,1.0,0.0,0.8122
#Cleveland police report 15k people for the #WomensMarch Nice job ladies. #WomensMarchCleveland https://t.co/lDEmSrEldm,1,1.0,0.0,0.4215
i stan the right person https://t.co/oavByW33hS,1,1.0,0.0,0.0
RT @belgianromi: Don't want this to be our future ☹️✊🏻🌍 #womensmarch https://t.co/jIYiFgf9qG,1,0.0,0.0,-0.3863
I'm so proud to be a woman #WomensMarch https://t.co/QfgV9N4eKq,1,1.0,1.0,0.5256
#MSM @ABC @NBC @CBS @CNN @MSNBC whomever covers the protests and interviews people will win a Pulitzer. #TheResistance #trumpleaks https://t.co/kDLXD6lcSa,1,1.0,0.0,0.4404
"RT @edmorden: Lihue, Kauai #WomensMarch in #Hawaii. Even on a small island we had a great turnout! #LoveTrumpsHate #TheResistance #indivisi…",1,1.0,0.0,0.6588
"RT @milantwray: ""we will not go away, welcome to your first day"" #WomensMarch https://t.co/7dmU7tyTNO",1,1.0,0.0,-0.357
@realDonaldTrump is against Shariah and thinks that muslims should NOT be allowed to marry 9 year old women. Fuck that! #WomensMarch https://t.co/znW0hCmPS2,0,0.0,1.0,-0.5848
my GIRL!!! 💓 https://t.co/4u1OEtBAbY,1,1.0,0.0,0.5229
@mattmfm the importance of documentating &amp; lifting up #womensmarch is SO important given trump administration efforts to lie to public re US,1,0.0,0.0,0.6987
The Miss Mary Jane's Edibles team is proud to stand with the millions of strong women who marched. #WomensMarch #EqualityForAll https://t.co/HsuufT282A,1,1.0,0.0,0.7003
#WomensMarchOnWashington #WomensMarch is bigger than @realDonaldTrump inauguration goes to show you how much we need peace ✌🏽 &amp; ❤️,1,1.0,0.0,0.7717
Barack Obama administration over saw the death of more people than Hitler's. #WomensMarch,0,0.0,1.0,-0.5994
Seeing all these videos and pictures from the #WomensMarch makes me feel so damn inspired. So beautiful. 👏🏾😌,1,1.0,0.0,0.777
@maramcewin @womensmarch Agree with majority of your sentiment. Have to mention her collusion with the DNC against Bernie. That is a stain.,1,0.0,0.0,0.3612
No no give them sharia law hope they can fly!!!!! https://t.co/dicZquJjhf,0,0.0,1.0,0.7146
Oh that's good!!! @womensmarch https://t.co/avFpJsX8dL,1,1.0,1.0,0.5826
"RT @ChynaSpeaksHere: Check out my latest video about the #WomensMarch ! 
""Women's March on Washington| White Washing Feminism"" 
https://t.c…",1,1.0,0.0,0.0
RT @1690OrangeLily: Protesting for another countries president but staying silent when 1400 girls were raped in Rotherham #WomensMarch atte…,1,0.0,0.0,-0.8519
RT @OkayLady: #WomensMarch this morning across the Hudson in Poughkeepsie NY 3k+ Strong at 9am! https://t.co/s0sSPlCYJd,1,1.0,0.0,0.5562
RT @wil_fisher: BREAKING : Over 50 Groups in the #WomensMarch are Funded by George Soros https://t.co/VFvcQpChzS,0,1.0,1.0,0.0
No self respecting woman should wish or work for the success of a party that ignores her sex. – Susan B. Anthony #WomensMarch,1,0.0,0.0,0.4891
Go Nashville! https://t.co/DufQlPet3P,1,1.0,1.0,0.0
"Pussy grabs back.

#Womensmarch #Pussygrabsback
 #womensrights #humansrights
#frauenrechte… https://t.co/gbh9RQdrU5",1,1.0,0.0,0.0
"How come none of you complained about backpage shut down forcing some escorts to streetwalk and casino bar work, from safety of homes https://t.co/RriecI3hpx",0,0.0,1.0,0.6197
Give 'em hell today. #WomensMarch https://t.co/PmXUIks427,1,0.0,0.0,-0.6808
We made history at #womensmarch. Now it’s time to make our voices heard. First up: send a postcard to your Senators https://t.co/ZWffjfuptL,1,1.0,0.0,0.0
The glass ceiling has already been broken 💖💖💖💖 https://t.co/BEzZE8sXP4,1,1.0,1.0,0.9702
You've really failed as a male president when even women in #Antarctica hate your guts. #Womensmarch #womensmarchantarctica #Trump,1,0.0,0.0,-0.807
"RT @Yeldeo: 3,000,000 More Americans [Read that again] Voted for HILLARY to be president. Thats what makes Trumps election Historic- The LO…",1,1.0,0.0,0.0
"We need more Lubbocks.
#TheResistance
#WomensMarch https://t.co/ZW2dg2hyrQ",1,1.0,0.0,0.0
RT @CahnEmily: Cable News doesn't even have a split screen of the #womensmarch with the prayer service. It's as if it's not happening.,1,0.0,0.0,0.0
I march to let them know I am watching and ready to take action. https://t.co/5C5U3PqIkY,1,1.0,1.0,0.3612
"RT @Ibishblog: Seems that #WomensMarch on Washington - basically a massive anti-Trump rally and rightly so - is simply HUGE, dwarfing anyth…",1,0.0,0.0,0.4648
don't ever use the women's march tag for your ugly ass tweets ever again https://t.co/7Qlw8529ae,1,0.0,0.0,-0.7783
RT @MsMagazine: Johanna Goodman is honoring the #WomensMarch the best way she knows how: through feminist art. https://t.co/978KDw22lW http…,1,1.0,0.0,0.8176
"RT @Jeaf79Lynn: #womensmarch is an embarrassment 4 strong women who kicked doors in! Ur not marching 4 women, but for political partisanshi…",0,0.0,1.0,0.126
"RT @ava: An epic moment at #BAFTATea w/ Tracee Ellis Ross, Sterling K. Brown, Mahershala Ali, Bryan Tyree Henry, Edwina Findley + Thandie N…",1,1.0,0.0,0.0
@BeckyRLH @Ritchster @womensmarch Maybe things would be nicer if they could only get a girlfriend.,1,1.0,0.0,0.4404
I felt pure happiness today while marching 😭#WomensMarch,1,1.0,0.0,0.128
RT @g_66mpco: Time to send him to Russia! https://t.co/69i18HmyP0,1,1.0,0.0,0.0
RT @lauraclise: So stoked that @SoolmazAbooali &amp; @Shirzanan1 are joining @AthleteAlly @iChampionWomen @nwlc for #WomensMarch!! #EqualityIsA…,1,0.0,0.0,0.0
"RT @rkr6717: Women standing up WITH each other, FOR each other.  Finally!    #WomensMarch",1,1.0,0.0,0.0
AND IF COULDN'T MAKE IT there will be  #nashvillemarch Saturday #pussypinkhats #notmypresident https://t.co/Wczf12Ijxt,1,1.0,0.0,0.0
RT @DallasSingleMom: Awesome!!!!! https://t.co/svNnsUc2tT,1,1.0,1.0,0.7405
"*ThxAgain! ToALL! TheW*O*M*E*N!:)*
*HopeFULLforME! &amp; MyNiecesToo!:)*
@Reverend_Kelly @Glendaevans1961 @LivN2LivAgin1 @fasshawn 
#womensmarch",1,1.0,1.0,0.0
"Everyone at #WomensMarch:thank u. You inspire me. I fight with u. I wish I could be there, but u speak for the people who aren't. Go march.",1,1.0,0.0,0.34
RT @ChristensonNat: @womensmarch was the best thing any woman could experience. I'm glad I could experience it. It was highly inspiring. WO…,1,1.0,0.0,0.8832
@JessOConne11 @washingtonpost trump 37% approval rating; @womensmarch 💯,1,1.0,0.0,0.4767
The #WomensMarch turnout is blowing my mind. Completely overwhelmed with excitement !,1,1.0,0.0,0.6427
My amazing daughter (and civil engineer) is knitting me a #pussyhat 😻@womensmarch https://t.co/2oZminQLV9,1,1.0,0.0,0.7783
We are all getting our #marchingshoes on for the #womensmarch in #london @ActionAidUK https://t.co/YoQdWCb93O,1,1.0,0.0,0.0
We did it... 💙🤗😀🤗💙 https://t.co/f9lGx87UMh,1,1.0,0.0,0.9477
RT @_andychambers: @pattonoswalt Am I doing the right thing? My wife is working while I sit on the couch watching the #WomensMarch      #Me…,1,1.0,0.0,0.0
RT @YarmondShore: @womensmarch This woman received more votes in human history than any woman on the planet a slight second behind the all…,1,1.0,0.0,0.0
OC's #nastywomen in a sea of pink at the D.C. #womensmarch https://t.co/XZdQREE0Um,1,1.0,0.0,0.0
"SHE'S A FUCKING LEGEND IN OUR COMMUNITY
AM DJKDIDUDURHRURI I CAN'T💀 https://t.co/hwYmxmBunr",1,0.0,0.0,0.0
"@USPressWorld Inauguration Coverage, Day 3Live Updates-Breitbart News https://t.co/ttAchGPOWQ https://t.co/KfUWgIErP2 #WomensMarch Jason Roy",0,1.0,1.0,0.0
"We don't care Ur an old ugly 🐷no one respects! Hollyweed has no influence, strike, protest, u won't b missed!offering blow jobs proves u a💩 https://t.co/0VYApgblct",0,0.0,1.0,-0.793
RT @DeliberativeAss: @MrsMontello @AshleyJudd @kyreb5150 @womensmarch An inspiration for what? To seek mental health?,0,0.0,1.0,0.5803
Getting ready to march in Pittsburgh!  #WomensMarch #WomensMarchPittsburgh https://t.co/9AIIXaLukI,1,1.0,1.0,0.4199
SICK: Muslim women hijack #WomensMarch to spread Sharia Law &amp; teach Amer... https://t.co/8k3qp1kN2g via @YouTube,0,0.0,1.0,-0.6166
RT @misstwink: People leaving a wall of signs outside Trump Hotel. #WomensMarch #WomensMarchOnWashington https://t.co/dP02uaRf1s,1,1.0,0.0,0.0
Today has been incredible!  Watching the WORLD unite behind equality! #womensmarch#wegohigh#lovetrumpshate,1,1.0,0.0,0.0
"RT @lizlevrome: Strangely, @contexttravel was never  amazed by the yearly, more numerous #MarchForLife example of free speech #onlyoneconte…",0,1.0,1.0,-0.1351
"I'm so proud, so happy to be able to witness this incredible campaign. Thank you lovely, amazing, wonderful people out there 🌈 #WomensMarch",1,1.0,0.0,0.9737
Girls you do represent me - you are a real disappointment - you.'re a bunch of bullies and big mouth bitches https://t.co/LrRBrchHBw,0,0.0,1.0,-0.802
"RT @conserifdesign: #WomensMarch #NewOrleans: thousands march, filling Poydras St from the French Quarter to City Hall https://t.co/uEZywrh…",1,1.0,0.0,0.0
OH MY GOD I LOVE HIM https://t.co/NS8SIZ6Dwk,1,1.0,0.0,0.8301
Take your broken heart and turn it into art #MoveForwardLou #WomensMarch https://t.co/FVjOAdPKYN,1,1.0,0.0,0.2732
RT @nibblebird: Marching in beauty. #WomensMarch #WomensMarchSwe #WomensMarchSweden #WomensMarchStockholm https://t.co/5n1NkY2SN4,1,1.0,0.0,0.5859
This is what democracy looks like!!  #WomensMarchDenver. #WomensMarch. @ppvotescolorado @color https://t.co/vth9w5p8xO,1,1.0,0.0,0.4738
Thank you @maryengelbreit! https://t.co/0qO6xZpvFl #womensmarch,1,1.0,0.0,0.4199
These pictures &amp; the global solidarity is completely astounding! History is being made today! Godspeed! https://t.co/NjJr2Z1dRT,1,1.0,0.0,0.7326
"As a mom of daughters and a biz owner, I'm always seeking mentors and positive female leaders. I saw none in the #womensmarch",0,1.0,1.0,0.5574
RT @Astro_Cady: I'm off to our local #GreenfieldWomensMarch: #WhyIMarch:  to find women &amp; men who share my ideals &amp; make plans to act in th…,1,1.0,0.0,0.4588
"RT @msladyjustice1: ""Women, if the soul of the nation is to be saved, I believe that you must become its soul."" - Coretta Scott King @women…",1,1.0,0.0,0.4215
RT @MarineRom: Hey Washington! Paris is with you 💪✊🏾 #womensmarchparis #WomensMarch https://t.co/afKu5Ak0BT,1,1.0,0.0,0.0
"never underestimate the power of women.

#WomensMarch https://t.co/ck4Phbef4L",1,0.0,0.0,0.2235
RT @agatasoroko: Marching with these incredible women #WomensMarch #ottawa #womensmarch2017 https://t.co/fIBvyktq5L,1,1.0,0.0,0.0
"#WomensMarch by Morning
Ballet (not pictured) by Day
Winter Formal by Night

She is a Wonder Woman with much better taste in outfits. https://t.co/0D06iZ84oa",1,1.0,0.0,0.4404
"RT @timesmillennial: From the #WomensMarch yesterday, @athakur98 writes about her experience in Boston. https://t.co/LAa1YfhM1H",1,1.0,0.0,0.0
"What? @BWilliams just said @Madonna saying a ""swear word"" at @womensmarch could ""hurt the cause""?

@Lawrence shut that myth down

#WMNYC",1,0.0,1.0,-0.6072
Sad I couldn't make it out to a #WomensMarch today but very glad to see so many people ready to work for the next four years 💪🏻,1,1.0,0.0,0.7926
I march because I have a daughter who needs to know she is more than worthy!  #whyimarch,1,1.0,0.0,0.5378
@realDonaldTrump @GenFlynn @fubaglady @6HarleenQuinzel Hijabs at #womensMarch a #Trojan Horse in US. Organizer Linda Sarsour is pro #Sharia https://t.co/xNnxlSSC3I,0,0.0,1.0,0.0
"RT @SandraEckersley: One of the chants at #WomensMarch was: ""Can't build a wall, hands too small'. #funny #POTUS #auspol",1,0.0,1.0,0.4404
RT @juliekerz: this is a must watch- everyone stop scrolling and press play. this is absolutely beautiful. https://t.co/PbXbJxnWym,1,1.0,0.0,0.659
"@AshleyJudd @womensmarch Girl, u R my new hero. Sent the link to my daughter and granddaughter-both were marching! Thank you!",1,1.0,1.0,0.7707
RT @KidadaEWilliams: Crowd Scientists: #WomensMarch Had 3x More People Than Inauguration https://t.co/AOWBc24CzZ GOP STEM proponents will r…,1,1.0,0.0,0.0
RT @alaskawater: I'm gonna warm-up for the #WomensMarch #DC #InsteadOfWatchingTheUnauguration,1,1.0,0.0,0.0
"RT @atulkasbekar: Absolutely blown away by the scale of the #WomensMarch all over the USA 
Incredible scenes 👏🏽👏🏽 https://t.co/TBhrzbXHdf",1,1.0,0.0,0.0
RT @jenniferdownham: Karen from MD has my fav sign yet! @womensmarch https://t.co/G6G8GuFeWW,1,1.0,0.0,0.5093
Another thread https://t.co/Uwdn5tYHuy,1,1.0,0.0,0.0
Soros crafted chant. https://t.co/zpzErZFWmM,0,1.0,1.0,0.0
BE KIND. #StrongerTogetherKC @kcmarch2017 @womensmarch #WomensMarch,1,1.0,0.0,0.6289
"RT @OpressedProgess: This is one city of hundreds. We're coming for you, #Trump. https://t.co/IUBnEnWInq",1,1.0,0.0,0.0
We have a winner. #WomensMarch https://t.co/OyhsGGttM6,1,1.0,1.0,0.5859
LOL dad got mad at me for saying a protest sign was funny #WomensMarch,1,1.0,0.0,0.3034
RT @Taipan30: Ok ladies go spend a 6 months in Saudi Arabia and tell how you feel. I bet we can come up with the tickets! https://t.co/plyz…,0,0.0,1.0,0.3595
"RT @TheMarkRomano: There are plenty of men at #WomensMarch.

They are the ones holding the purses!",1,1.0,0.0,0.0
An amazing man. It is a tragedy that he never became president . https://t.co/ehNUNcsQkQ,1,1.0,0.0,-0.1531
The truth hurts... #womensrights https://t.co/VSnCITwW1l,1,0.0,1.0,-0.2023
RT @hed5aya: Leaping towards a better future ❤️ #WomensMarch #WomensMarchTopeka https://t.co/CVKUdOXzXP,1,1.0,0.0,0.4404
That's Linda Sarsour folks sorry #ResistTrumpTuesdays  #womensmarch https://t.co/TqpGPqsWR9,1,0.0,0.0,-0.0772
NO2 #Ageism #Sexism #Discrimination YES2 #WomensMarch #HumanRightsForAll #EqualityForAll #WeAreWomenStrong https://t.co/NPfHtfj01f,1,0.0,0.0,0.0
pls tell me that did not mean that https://t.co/cPeN2DxaSu,1,0.0,1.0,0.0772
RT @lauracreeego: You must know a lot about being oppressed miss privileged white christian female https://t.co/nKRzNbWoMK,0,0.0,1.0,-0.2023
"RT @kunktation: If you can't think of a sign to carry on the #WomensMarch in DC, here you go. (A friend and I are making up some of these.)…",1,1.0,0.0,0.4939
Hundreds of thousands plan to March on the Mall 01.21.2017. Be #TheResistance #BoycottTheInauguration #TrumpLeaks https://t.co/KC2Oxadx4Z,1,0.0,0.0,0.0
RT @TheRyanShalek: @UhhYeahDude the future is female #WomensMarch Pittsburgh (lots of dudes here btw) https://t.co/65dkKP9LoC,1,1.0,0.0,0.0
RT @ABigg3387: Same here https://t.co/xEHtRNgK3Q,1,1.0,1.0,0.0
"I'm so glad to see how widely the epi-centres are spread – not just the seaboards, but now beware ""Incoming Alternative Facts"". https://t.co/1m0sKZHB3f",1,0.0,0.0,0.2838
"#WomensMarch

 So https://t.co/wnihrNCIXW even don""t know what you want.Respection is from you heart,not others.",1,1.0,0.0,0.0
"#WomensMarch 

""@MyannaBuring: One of my favourite pictures of the day:
#womensmarchlondon

https://t.co/DyLIrOhy3s""",1,1.0,0.0,0.0
RT @PrEPSQUADDC: One of the many reasons #WomensMarch is happening.  Trump views women as objects of pleasure to be possessed. https://t.co…,1,0.0,0.0,0.5719
thelovemagazine's photo https://t.co/VFm7JBuC0S #WomensMarchOnWashington #womensmarch,1,1.0,0.0,0.0
Save #WomensMarch pictures where you will see them every day.,1,0.0,0.0,0.4939
RT @EastSideKris: Imagine how long the bathroom lines are at this #WomensMarch  😩,0,0.0,1.0,-0.2732
My friend @TanzinaVega covered the #WomensMarch in DC yesterday. I don't think she realizes how much she inspires so many young women.,1,1.0,0.0,0.7269
RT @andreaa__torres: He is doing everything right https://t.co/im9MkR0v4c,1,1.0,0.0,0.0
RT @DenisehEdmonds: Rise up and light the darkness. Show my daughters love can conquer fear. #whyIMarch   #SeaYouAtTheMarch https://t.co/bl…,1,1.0,1.0,0.0
There were more people at the LA  #WomensMarch than there were at  #InaugurationDay2017 https://t.co/DcvZTz4CZM,1,1.0,0.0,0.0
"RT @JMNR: Misogyny is wicked, but murder is as well. I oppose the red shirts and the brown shirts. Avoid false choices. https://t.co/pWFME4…",0,0.0,1.0,-0.8271
RT @AFTunion: Educators standing up for #LGBTQIA rights. This is solidarity.  #WomensMarch https://t.co/P6VDheJXKF,1,1.0,0.0,0.296
I am still so very proud of the #WomensMarch https://t.co/PIdazr7pUN,1,1.0,0.0,0.5678
"RT @virtualbri: For my sister-in-law who flew to DC for the #WomensMarch 

(I don't know who to credit for this design, so someone let me k…",1,1.0,0.0,0.3818
"@GOPReload @foxandfriends #JessicaTarlov #WomensMarch 
What about babies' healthcare rights?",0,1.0,1.0,0.0
RT @MichaelaAngelaD: Yes sis ✊🏽Women will lead but ALL are WELCOME to March for Solidarity &amp; Resistance @TraceeEllisRoss 🚶🏽‍♀️#WomensMarch…,1,1.0,0.0,0.8673
"RT @2sun_or_moon: #WomensMarch More than any women in the world
Saudi women need to be freed.
#سعوديات_نطلب_اسقاط_الولايه200 
#StopEnslavin…",1,0.0,0.0,0.4019
"RT @cmadmax: @liewbob @wonderfullone @peterdaou CNN &amp; MSNBC cut to Trump sleeping in church, see https://t.co/YiKzX5ydWS",1,0.0,0.0,-0.2732
To give them a better future. @womensmarch #whyIMarch #sistermarch https://t.co/ylLTdwVrLH,1,1.0,0.0,0.4404
@HullDockster @StrobeThe @womensmarch @TheRyanAdams division sorry :-),1,0.0,1.0,0.25
Omg yes. https://t.co/fv2wukytnY,1,1.0,0.0,0.4019
"RT @kdeanct: ICYMI, @ACWalker620 talks to some local women ahead of #womensmarch in DC today: https://t.co/2xsZQ6Tbnx",1,1.0,0.0,0.0
#WomensMarch - Uncle Hotep chimes in https://t.co/xSXSVtUWno via @YouTube,1,1.0,0.0,0.0
"""There are no accidents"" ~ Lilli, Singing in Silence

#WomensMarch         #GatherTheWomen         #TheShiftBegins https://t.co/iswNG6xubu",1,1.0,0.0,0.2411
@AshleyJudd @womensmarch Hell ya! 😘,1,0.0,0.0,-0.4753
A feeling shared by a vast majority of Americans. https://t.co/hRCin6POmz,1,1.0,0.0,0.4404
Thank you @Madonna for always being you! #WomensMarch #wmw https://t.co/vGP3bAMJhg,1,1.0,0.0,0.4199
How this song became the anthem of the #WomensMarch against Donald Trump https://t.co/0f7ml4cLnb,1,1.0,0.0,0.0
RT @riojavioleta: #WomensMarch #MarchaDeLasMujeres Washington https://t.co/MeS7OTsNDc,1,1.0,0.0,0.0
RT @NanaB322: Amen! Thanks for standing up! https://t.co/NAZZUOqrib,1,1.0,0.0,0.5399
RT @BlueBlackMojo: Sean Spicer looked like aDAMNEDFOOL standing front of the seal complaining abt FACTS Trump doesn't like. OUTNUMBERED by…,1,0.0,0.0,-0.1053
37 stunning photos from women's marches around the world #WomensMarch https://t.co/LVl6ruFYcc via @HuffPostWomen,1,1.0,0.0,0.3818
Ohio women and men -- are you at the #WomensMarch in DC or a sister march? Tag us in your pics! #OHDEMS,1,1.0,0.0,0.0
RT @LilMissRightie: Will @jack @Twitter create a hashtag emoji for the March For Life this week like they did for the #WomensMarch yesterda…,1,1.0,0.0,0.5574
Anyone else waiting on Trump to say pictures of the #WomensMarch were from his inauguration?,1,1.0,0.0,0.0
RT @le_blah: It really says something that the day after a new U.S. President takes office #Nazis is trending on twitter... #GodHelpUs #Wom…,1,0.0,0.0,0.0
Shhhh! Can't you see trump is trying to take a nap. Look at trump's body language. Crossed arms https://t.co/qa9Drk3hTT,1,0.0,0.0,0.0
Yes- it was an automatic follow transfer #unfollowPOTUS #WomensMarch cc @Support #notmypresident https://t.co/Ow43rd7DE2,1,1.0,0.0,0.6597
@MrDane1982 @lisalou28293213 @womensmarch The only people who don't believe HRC is at the heart are @lsarsour and her crew. #addhername,1,0.0,0.0,0.6369
Creative messages #WomensMarch.#2017BroTips,1,1.0,0.0,0.4404
Toto...shut up. https://t.co/GwMzRWklUi,0,0.0,1.0,0.0
I'm even prouder to be a woman today #WomensMarch,1,1.0,0.0,0.4939
"I marched. I voted. Tucson, Arizona. #womensmarch https://t.co/IBIo5fFoYt",1,1.0,0.0,0.0
"President Obama, #womensMarch #BlackLivesMatter https://t.co/oBOZtQfv6M",1,1.0,0.0,0.0
Need to watch this https://t.co/zjC0JqOsyq,1,1.0,0.0,0.0
"RT @hannahdoingsex: WTF did @womensmarch change ""we stand in solidarity with sex workers"" to ""we stand in solidarity with all those exploit…",1,1.0,0.0,-0.2808
RT @brookeborden8: love and respect for everyone marching y'all give me hope and energy!! Women's rights are not up for grabs and neither a…,1,1.0,1.0,0.9167
RT @TBIMobile: I will file this under #TodaysBiggestStupidTweet Lies are lies &amp; the worst kind r the ones that are transparent&amp; obvious reg…,1,0.0,1.0,-0.743
RT @TexasTribune: Thousands marched in #WomensMarch across several Texas cities today. Photo by Shelby Knowles. https://t.co/4v9DesX07Y htt…,1,1.0,0.0,0.0
We made history at #womensmarch. Now it’s time to make our voices heard. First up: send a postcard to your Senators https://t.co/7yJbQh1t7r,1,1.0,0.0,0.0
RT @CoreyRForrester: If traffic was blocked off in the south for a cornbread festival nobody would give a fuck. But how dare these women ma…,1,0.0,1.0,-0.1779
#WomensMarch - because 40 years of lying and criminal activity couldn't win the presidency.,0,0.0,1.0,-0.8712
RT @monaslut: can u believe the #WomensMarch will be in history books some day,1,1.0,0.0,0.0
My kinda town Chicago is.....non violence #MAK Make America Kind😍🙏🏿🎅🏿👠 https://t.co/LmgxEiaUkD,1,1.0,0.0,0.3182
#WomensMarch seems to be a march more for bigotry and hate being that pro life women are not allowed to march,0,0.0,1.0,-0.5719
"Great idea! Zero in on this, nice strategy. 👇 https://t.co/b409YgwAOy",1,1.0,1.0,0.8244
"@potus @morningmika @MariaBartiromo Germany, France marching on Pres. Trump after they are all getting their heads blown off? #womensmarch",0,0.0,1.0,0.0
"Yeah 1 thing is for sure, #PresidentTrump cannot draw any crowds. He'll never win the Election at this point.
#SeanSpicer #WomensMarch",0,1.0,1.0,0.1098
this is amazing #WomensMarch #womenpowerpeace https://t.co/iLpcvepjSh,1,1.0,1.0,0.5859
"#WomensMarch
Why all the women tweeting this? Go out there",1,0.0,0.0,0.0
RT @YahooNews: 6-year-old immigration activist Sophie Cruz wins hearts at #WomensMarch https://t.co/dO5iT3jSYS https://t.co/CNuYRiCCgo,1,1.0,0.0,0.8402
"RT @MYMIMISTHEBEST: SHE DID~YES, SHE DID ~ 💜💚💛 ~
@HillaryClinton 

#ThePeoplesPresident 
#SheWon
#StillWithHer 
#StrongerTogether 
#AddHerN…",1,1.0,0.0,0.9274
"RT @bimmerella: Washington, DC is hosting a massive sleepover as thousands of women prepare to protest Trump https://t.co/vtrmRWb4yx via @q…",1,1.0,0.0,-0.25
RT @RebeccaGenin: #WomensMarch Philadelphia https://t.co/Z0gesNRHdu,1,1.0,1.0,0.0
"Women can organize for anything they want, but don't mistake the 50,000-strong #ATX #WomensMarch for a show of opposition to #CampusCarry. https://t.co/2y5exx1iN8",0,0.0,1.0,0.4027
RT @glennwa1: How about we boycott anti-American @maddow . She should be attacked for playing this crap to the American people. Go away! ht…,0,0.0,1.0,-0.7777
RT @Had2BKristen: A time to let our voices be heard.   Sending all my good vibes to all the strong women participating today! We're togethe…,1,1.0,0.0,0.7574
RT @Breanna_A89: @lotteverbeek1 @womensmarch that's how a protest should be. #todaywemarch,1,1.0,1.0,-0.25
You know shit's bad when Ron Swanson is outing himself as a social justice warrior. https://t.co/4k3o90JfXO,1,0.0,1.0,-0.0258
RT @jaureguiswagger: @camilacabello97 you will go to #WomensMarch?,1,1.0,0.0,0.0
Definitely keeping my eye on which men were supportive today and which were t #WomensMarch,1,1.0,0.0,0.5994
"Yesterday at the #WomensMarch me and @cizzo13 counted 46 signs that said ""pussy grabs back"" or a variation of that",1,1.0,0.0,0.0
#WomensMarch Sydney thanks everyone https://t.co/bUoSQ7kAyT,1,1.0,0.0,0.4404
"Thank God I changed channel immediately when they switched over.

Now bury these LIES with #womensmarch news, messages &amp; pictures pls. https://t.co/TtGp8zBUOe",1,1.0,0.0,0.0943
RT @Frickwit: Honestly this has been the most empowering and uplifting twenty four hours of news coverage and all because of #WomensMarch…,1,1.0,0.0,0.4588
"RT @slangword: I support the #WomensMarch , but wow is it weird and insulting they left off the most accomplished American woman of our tim…",1,0.0,1.0,0.7175
@mflynnJR Women all around the world don't yet have equal rights. They don't yet have equal pay.. yet they All tower above you #womensmarch,1,1.0,0.0,-0.1027
Thank you @mariamawh for inspiring leadership today as MC of #BosWomensMarch! https://t.co/Z9nTqzUJUu,1,1.0,0.0,0.68
Today was just what I needed. #WomensMarch #DontMessWithTexasWomen https://t.co/Whl0e2gZwm,1,1.0,0.0,0.0
RT @Hilarx: Wendy's sign has been getting a lot of attention from the crowd - she studies earthquakes. #WomensMarch #womeninscience https:/…,1,1.0,0.0,0.0
RT @ehcsztin: Great! Now next time make sure everyone of y'all VOTE BLUE otherwise you get Trump/Perry et al https://t.co/CsrZGFjWTX,1,1.0,0.0,0.7712
Rally info if you're in LA for Inaugural @womensmarch https://t.co/aBLIMRFBPp,1,1.0,1.0,0.0
Please read: https://t.co/kYE3xPCOgF,1,1.0,0.0,0.3182
"Yesterday's #WomensMarch drew almost 8,000 people in Ottawa, in solidarity with millions worldwide. #ottnews #ottawa #ottcity https://t.co/SPZmbLmaqN",1,1.0,0.0,0.296
Today made me proud to be an American Woman ✊🏿✊🏾✊🏽✊🏼✊🏻!! #WeWontGoBack #WomensMarch,1,1.0,1.0,0.5696
RT @naptownpint: @OfficialJLD You were hanging out near me at the #WomensMarch today!😉 https://t.co/htcVXtP8V1,1,1.0,0.0,0.0
"Strong enough to bare the children
Then get back to business
See, you better not play me 
👩🏻‍⚖️🤰🏻#whorunstheworld #WomensMarch #girlpower https://t.co/x7dva2l6Dq",1,0.0,0.0,0.6327
RT @thekddiamond: Amplifying for myself and also for folks who have been newly inspired by recent actions: https://t.co/5tB1Uzk4zS,1,1.0,0.0,0.4939
Proud to call myself a Minnesotan! #WomensMarch #WomensMarchMN https://t.co/BB4zj950NF,1,1.0,0.0,0.5255
⚡️ “Thousands gather for Women's March on Washington ” #uspoli #auspol #WomensMarch https://t.co/DsnqAfz2tG,1,1.0,1.0,0.0
